# Lon        | Lat          | Moho Depth   | X   | Station    | Min Err      | Mean Err     | Variance     | Score 
-1.497814e+02  +6.355808e+01  +4.278621e+01  0034    XE-EFS-01  +1.250192e+00  -6.597140e+00  +3.398100e+00  +2.100000e+00
-1.497697e+02  +5.983510e+01  +3.787967e+01  0022     YV-HOLG-  +1.927347e-02  +3.822765e+00  +4.579383e+00  +1.100000e+00
-1.497390e+02  +6.108890e+01  +2.771612e+01  0396     AK-RC01-  +9.003829e+00  +1.635971e+01  +5.725978e+00  +1.000000e-01
-1.497241e+02  +6.048140e+01  +4.568702e+01  0012     TA-O22K-  +4.630180e-02  -2.726737e+00  +4.991017e+00  +1.100000e+00
-1.497117e+02  +6.290935e+01  +4.220210e+01  0011    XE-PYY-01  +2.228410e+00  -4.610027e+00  +3.391906e+00  +1.100000e+00
-1.496163e+02  +6.805840e+01  +4.156488e+01  0046     TA-E23K-  +8.134468e-04  +7.461158e-01  +4.282806e+00  +1.100000e+00
-1.496064e+02  +6.299908e+01  +3.706192e+01  0126   XE-HURN-01  +1.603419e-03  +1.037826e+00  +3.567780e+00  +2.100000e+00
-1.495977e+02  +6.087380e+01  +5.820678e+01  0068     YV-HOPE-  +9.279719e+00  -1.592981e+01  +5.651085e+00  +1.000000e-01
-1.495941e+02  +6.055080e+01  +5.108061e+01  0088     YV-DEVL-  +4.218600e+00  -8.597418e+00  +5.548306e+00  +1.000000e-01
-1.495900e+02  +6.862740e+01  +4.792640e+01  0099    XR-TFS-01  +1.151979e-01  -6.055388e+00  +4.952714e+00  +1.100000e+00
-1.495817e+02  +6.807890e+01  +5.131425e+01  0090    XR-CHS-01  +7.217197e+00  -1.015228e+01  +4.772632e+00  +1.000000e-01
-1.495724e+02  +6.864080e+01  +4.769276e+01  0205      TA-TOLK  +6.452969e-02  -5.848764e+00  +4.951793e+00  +1.100000e+00
-1.495454e+02  +6.134270e+01  +4.769276e+01  0054     YV-MCDC-  +4.522230e-02  -5.667620e+00  +5.466733e+00  +1.100000e+00
-1.495432e+02  +6.582510e+01  +3.199720e+01  0070     TA-H23K-  +9.655491e-02  +1.532834e+00  +3.208253e+00  +2.100000e+00
-1.495429e+02  +6.582500e+01  +3.180491e+01  0070    XR-YRT-01  +2.454999e-01  +1.765241e+00  +3.206991e+00  +2.100000e+00
-1.495397e+02  +6.124480e+01  +5.376752e+01  0082     YV-ALPI-  +4.707562e+00  -1.183241e+01  +5.405446e+00  +1.000000e-01
-1.494979e+02  +6.100100e+01  +6.030958e+01  0045     YV-INDI-  +1.177573e+01  -1.808704e+01  +5.504453e+00  +1.000000e-01
-1.494810e+02  +6.067170e+01  +4.722547e+01  0055     YV-LSUM-  +2.153835e-03  -4.552615e+00  +5.639543e+00  +1.100000e+00
-1.494526e+02  +6.010430e+01  +5.189836e+01  0077      AK-SWD-  +7.685912e+00  -1.133740e+01  +4.847479e+00  +1.000000e-01
-1.494255e+02  +6.077600e+01  +4.196846e+01  0064     YV-HOPJ-  +4.959160e-02  +1.223265e+00  +5.114995e+00  +1.100000e+00
-1.494095e+02  +6.000840e+01  +4.278621e+01  0059     YV-HEAD-  +1.057723e-03  -1.514128e+00  +4.259041e+00  +1.100000e+00
-1.493739e+02  +6.047540e+01  +4.033294e+01  0031     YV-MOOP-  +5.321724e-03  +2.226332e+00  +4.728890e+00  +1.100000e+00
-1.493603e+02  +6.514790e+01  +3.215537e+01  0062     TA-I23K-  +4.236720e-03  -2.556149e-01  +3.397283e+00  +2.100000e+00
-1.493559e+02  +6.025640e+01  +4.103388e+01  0025     YV-DIVI-  +4.122295e-02  +9.714659e-01  +4.483262e+00  +1.100000e+00
-1.493468e+02  +6.037550e+01  +3.495911e+01  0061     YV-AVAL-  +1.752588e+00  +7.659005e+00  +4.695224e+00  +1.100000e+00
-1.492993e+02  +6.417022e+01  +2.865070e+01  0007    XE-SOB-01  +1.436315e+00  +4.894215e+00  +3.247506e+00  +2.100000e+00
-1.492991e+02  +6.417320e+01  +3.028621e+01  0029      AK-BWN-  +1.329728e-01  +3.118095e+00  +3.283231e+00  +2.100000e+00
-1.492705e+02  +6.322863e+01  +4.068341e+01  0057    XE-GOO-01  +1.117369e-02  -2.590900e+00  +3.696378e+00  +2.100000e+00
-1.491872e+02  +6.080450e+01  +5.061332e+01  0060     YV-TUPA-  +3.047388e+00  -8.420431e+00  +5.492138e+00  +1.000000e-01
-1.491308e+02  +6.159220e+01  +4.313668e+01  0441      AT-PMR-  +2.010691e-03  -7.763859e-01  +4.848213e+00  +1.100000e+00
-1.491212e+02  +6.393914e+01  +3.495911e+01  0006    XE-SLT-01  +6.112683e-03  -3.303200e-01  +3.195114e+00  +2.100000e+00
-1.490992e+02  +6.461300e+01  +3.063668e+01  0038     XV-FPAP-  +7.279434e-03  +8.911254e-01  +3.608360e+00  +2.100000e+00
-1.490831e+02  +6.454980e+01  +2.946846e+01  0009     XV-FAPT-  +6.900212e-03  +2.266287e+00  +3.566185e+00  +2.100000e+00
-1.490706e+02  +6.459220e+01  +2.654790e+01  0038      AK-NEA-  +2.392886e+00  +5.166864e+00  +4.046741e+00  +1.000000e-01
-1.489780e+02  +6.383446e+01  +3.273949e+01  0041    XE-GNR-01  +1.954566e+00  +2.929591e+00  +3.242578e+00  +2.100000e+00
-1.489373e+02  +6.373180e+01  +4.126752e+01  0230      AK-MCK-  +2.773247e+00  -5.244940e+00  +3.280448e+00  +1.100000e+00
-1.489260e+02  +6.177100e+01  +5.108061e+01  0105      AK-GHO-  +5.765709e+00  -1.060765e+01  +4.877644e+00  +1.000000e-01
-1.488778e+02  +6.341572e+01  +4.266939e+01  0009   XE-RNDN-01  +3.939926e-01  -4.755258e+00  +3.777773e+00  +2.100000e+00
-1.488676e+02  +6.338958e+01  +4.430491e+01  0014   XE-RNDS-01  +2.171184e+00  -6.380601e+00  +3.760842e+00  +1.100000e+00
-1.488674e+02  +6.340144e+01  +4.173481e+01  0018   XE-RNDR-01  +9.166367e-03  -3.740714e+00  +3.802433e+00  +2.100000e+00
-1.488602e+02  +6.340560e+01  +4.196846e+01  0221      AK-RND-  +1.967735e-02  -3.993869e+00  +3.797106e+00  +2.100000e+00
-1.488551e+02  +6.340153e+01  +4.103388e+01  0018   XE-RND5-01  +8.084952e-02  -3.012444e+00  +3.816123e+00  +2.100000e+00
-1.488476e+02  +6.283310e+01  +3.776285e+01  0088     AK-WAT7-  +7.515102e-03  +2.815774e-02  +3.425354e+00  +2.100000e+00
-1.488360e+02  +6.902230e+01  +3.133762e+01  0085    XR-ICT-01  +5.702266e+00  +1.022623e+01  +3.980016e+00  +1.000000e-01
-1.488279e+02  +6.469170e+01  +2.678154e+01  0029     XV-FTGH-  +2.038999e+00  +4.727217e+00  +4.068957e+00  +1.000000e-01
-1.488233e+02  +6.915320e+01  +3.774809e+01  0016     TA-D24K-  +7.727709e-02  +2.634755e+00  +3.892747e+00  +2.100000e+00
-1.488150e+02  +6.340031e+01  +4.535631e+01  0025   XE-RNDE-01  +3.258145e+00  -7.495238e+00  +3.744141e+00  +1.100000e+00
-1.488049e+02  +6.350671e+01  +3.694509e+01  0019    XE-SLM-01  +4.888520e-04  +8.277560e-01  +3.781913e+00  +2.100000e+00
-1.487749e+02  +6.365589e+01  +3.811332e+01  0061    XE-YAN-01  +4.462673e-03  -1.336797e+00  +3.479355e+00  +2.100000e+00
-1.487009e+02  +6.972000e+01  +3.484733e+01  0015     TA-C24K-  +1.632906e-02  +3.335362e+00  +4.165106e+00  +1.100000e+00
-1.486985e+02  +6.971620e+01  +3.507594e+01  0080    XR-FRB-01  +1.821625e-01  +3.083507e+00  +4.162965e+00  +1.100000e+00
-1.486940e+02  +6.942400e+01  +3.495911e+01  0109    XR-SAG-01  +1.110439e+00  +4.484197e+00  +3.776140e+00  +2.100000e+00
-1.486238e+02  +6.078660e+01  +3.075351e+01  0029     YV-WHIT-  +5.972432e+00  +1.122508e+01  +4.356182e+00  +1.000000e-01
-1.485855e+02  +6.296280e+01  +3.776285e+01  0077     AK-WAT2-  +5.450685e-03  -7.540491e-03  +3.427789e+00  +2.100000e+00
-1.485514e+02  +6.552200e+01  +3.472547e+01  0036    XR-LVG-01  +2.726268e-01  -2.254230e+00  +3.259459e+00  +2.100000e+00
-1.485509e+02  +6.282950e+01  +3.706192e+01  0086     AK-WAT1-  +3.227424e-04  +6.356472e-01  +3.421664e+00  +2.100000e+00
-1.485377e+02  +6.268120e+01  +3.566005e+01  0042     AK-WAT3-  +1.744062e-02  +2.367506e+00  +3.573046e+00  +2.100000e+00
-1.485113e+02  +6.551140e+01  +3.297313e+01  0084    XR-LMW-01  +6.816269e-03  -2.980814e-01  +3.234396e+00  +2.100000e+00
-1.484868e+02  +6.807480e+01  +4.248092e+01  0035     TA-E24K-  +2.919138e-03  -2.045588e+00  +3.855797e+00  +2.100000e+00
-1.484585e+02  +6.141310e+01  +5.937500e+01  0137      AK-KNK-  +1.214464e+01  -1.829480e+01  +5.210229e+00  +1.000000e-01
-1.484171e+02  +6.077460e+01  +4.185164e+01  0078     YV-BLAK-  +6.307808e-04  -1.235528e+00  +4.014973e+00  +2.100000e+00
-1.483829e+02  +6.337340e+01  +4.453855e+01  0078    XE-DH1-01  +5.528044e-01  -6.756381e+00  +3.750835e+00  +2.100000e+00
-1.483334e+02  +6.085840e+01  +2.993575e+01  0118      AK-PWL-  +6.788488e+00  +1.189981e+01  +4.320944e+00  +1.000000e-01
-1.483316e+02  +6.180700e+01  +3.098715e+01  0196      AK-SAW-  +5.669799e+00  +1.277441e+01  +5.944019e+00  +1.000000e-01
-1.482319e+02  +6.496020e+01  +2.946846e+01  0239      AK-MDM-  +7.064327e-02  +2.375071e+00  +3.414262e+00  +2.100000e+00
-1.482286e+02  +6.306240e+01  +3.951519e+01  0056     AK-WAT5-  +1.320750e-02  -1.799312e+00  +3.482990e+00  +2.100000e+00
-1.480916e+02  +6.447150e+01  +3.075351e+01  0215      AK-WRH-  +4.350591e-03  +1.174945e+00  +3.545544e+00  +2.100000e+00
-1.480914e+02  +6.051830e+01  +3.986565e+01  0024     YV-MAIN-  +1.128870e-02  -4.182387e-01  +3.780434e+00  +2.100000e+00
-1.479534e+02  +6.070980e+01  +4.851051e+01  0054     YV-PERI-  +5.759510e+00  -9.709635e+00  +4.544176e+00  +1.000000e-01
-1.479421e+02  +6.283490e+01  +3.776285e+01  0082     AK-WAT4-  +9.515918e-04  -5.616418e-01  +3.516099e+00  +2.100000e+00
-1.478871e+02  +6.751870e+01  +3.774809e+01  0045     TA-F24K-  +4.089421e-02  +6.745393e-01  +3.528216e+00  +2.100000e+00
-1.478781e+02  +6.583710e+01  +2.970210e+01  0043     TA-H24K-  +3.212207e+00  +4.144507e+00  +3.854784e+00  +1.100000e+00
-1.478618e+02  +6.487350e+01  +2.958528e+01  0143     TA-TCOL-  +7.303234e-02  +2.337089e+00  +3.390225e+00  +2.100000e+00
-1.478616e+02  +6.487360e+01  +2.970210e+01  0641   IU-COLA-10  +1.356181e-02  +2.212648e+00  +3.392212e+00  +2.100000e+00
-1.478552e+02  +6.326522e+01  +4.675818e+01  0013    XE-DH2-01  +5.646439e+00  -9.915231e+00  +3.392943e+00  +1.100000e+00
-1.478053e+02  +6.464530e+01  +2.736565e+01  0207      AK-CCB-  +1.550849e+00  +4.503354e+00  +4.002081e+00  +2.100000e+00
-1.477400e+02  +6.258080e+01  +2.900117e+01  0143     AK-WAT6-  +1.858919e+00  +9.918654e+00  +3.929917e+00  +1.100000e+00
-1.477262e+02  +6.179290e+01  +4.354962e+01  0025     TA-M23K-  +3.744842e-02  -6.914083e-01  +5.478702e+00  +1.100000e+00
-1.474754e+02  +6.670040e+01  +3.576336e+01  0042     TA-G24K-  +1.577413e-02  -4.287112e-01  +3.276286e+00  +2.100000e+00
-1.474335e+02  +6.511710e+01  +3.286259e+01  0083     TA-POKR-  +4.897469e-03  -4.070048e-01  +3.275446e+00  +2.100000e+00
-1.474332e+02  +6.511730e+01  +3.285631e+01  0090   YE-PIC1-01  +2.270694e-03  -3.996409e-01  +3.275302e+00  +2.100000e+00
-1.474304e+02  +6.511760e+01  +3.297313e+01  0022     YE-PIC4-  +9.495089e-04  -5.234579e-01  +3.276016e+00  +2.100000e+00
-1.474031e+02  +5.999790e+01  +3.744275e+01  0014     TA-P23K-  +3.871079e-03  +4.868830e-02  +4.334658e+00  +1.100000e+00
-1.473999e+02  +6.498780e+01  +3.262266e+01  0034      AK-GLM-  +3.087100e-02  -3.084544e-01  +3.306139e+00  +2.100000e+00
-1.473759e+02  +6.307530e+01  +3.063668e+01  0137      AK-DHY-  +4.952043e+00  +6.993473e+00  +3.504050e+00  +1.100000e+00
-1.473296e+02  +6.183290e+01  +5.995911e+01  0096      AK-SCM-  +1.536723e+01  -2.089616e+01  +5.469682e+00  +1.000000e-01
-1.471438e+02  +6.303449e+01  +3.589369e+01  0057    XE-DH3-01  +2.273335e-03  +7.808974e-01  +3.374519e+00  +2.100000e+00
-1.470959e+02  +6.087920e+01  +4.640771e+01  0094      AK-GLI-  +5.249127e+00  -8.640691e+00  +4.638719e+00  +1.000000e-01
-1.470481e+02  +6.112160e+01  +2.935164e+01  0031      XL-BBB-  +7.324882e+00  +1.331353e+01  +4.830221e+00  +1.000000e-01
-1.469477e+02  +6.440950e+01  +2.958528e+01  0020      AK-HDA-  +7.694598e-02  +3.416407e+00  +3.312202e+00  +2.100000e+00
-1.466436e+02  +6.310329e+01  +3.647780e+01  0027    XE-CZN-01  +3.254170e-03  -2.754686e-01  +3.375041e+00  +2.100000e+00
-1.465035e+02  +6.039600e+01  +2.783294e+01  0045      AK-HIN-  +1.328392e+00  +9.123277e+00  +4.326109e+00  +1.100000e+00
-1.463751e+02  +6.932200e+01  +4.034351e+01  0045     TA-D25K-  +1.790536e-02  -1.392203e+00  +3.685042e+00  +2.100000e+00
-1.459227e+02  +6.149240e+01  +5.785631e+01  0136      AK-KLU-  +8.148865e+00  -1.897865e+01  +5.464454e+00  +1.000000e-01
-1.457784e+02  +6.380360e+01  +3.729008e+01  0001     TA-K24K-  +5.354938e-01  -4.291311e+00  +3.920752e+00  +2.100000e+00
-1.457749e+02  +6.112920e+01  +4.979556e+01  0410      AK-DIV-  +1.276750e-01  -1.061158e+01  +4.972111e+00  +1.100000e+00
-1.457584e+02  +6.341590e+01  +2.316005e+01  0076      AK-THY-  +5.008947e+00  +1.343185e+01  +3.387359e+00  +1.000000e-01
-1.457500e+02  +6.054870e+01  +2.467874e+01  0440     AK-EYAK-  +8.258855e+00  +1.212458e+01  +4.204640e+00  +1.000000e-01
-1.456430e+02  +6.759330e+01  +3.606870e+01  0049     TA-F25K-  +1.177182e-03  +5.655183e-01  +3.338685e+00  +2.100000e+00
-1.455680e+02  +6.812070e+01  +3.958015e+01  0051     TA-E25K-  +4.007778e-03  -2.651840e+00  +3.342247e+00  +2.100000e+00
-1.455246e+02  +6.551740e+01  +3.589369e+01  0105      AK-PPD-  +7.511156e-03  -2.342944e+00  +3.346223e+00  +2.100000e+00
-1.454699e+02  +6.296990e+01  +4.442173e+01  0300      AK-PAX-  +1.065482e-01  -9.224168e+00  +4.668004e+00  +1.100000e+00
-1.453697e+02  +6.461300e+01  +3.515267e+01  0050     TA-J25K-  +2.993793e-02  -1.231100e+00  +3.354067e+00  +2.100000e+00
-1.452082e+02  +6.053410e+01  +4.115070e+01  0042      AK-SGA-  +2.898294e+00  -6.816344e+00  +3.764958e+00  +1.100000e+00
-1.449122e+02  +6.991750e+01  +4.217557e+01  0006     TA-C26K-  +2.965067e-03  -2.451416e+00  +5.297222e+00  +1.100000e+00
-1.448440e+02  +6.374030e+01  +3.472547e+01  0081     AK-RIDG-  +9.384359e-03  -7.625076e-01  +3.419035e+00  +2.100000e+00
-1.447292e+02  +6.058050e+01  +2.993575e+01  0025     AK-GOAT-  +1.440050e-01  +5.762047e+00  +3.550166e+00  +2.100000e+00
-1.446051e+02  +6.096770e+01  +3.472547e+01  0421      AK-BMR-  +1.355893e-01  +2.816523e+00  +3.989467e+00  +2.100000e+00
-1.445982e+02  +6.160610e+01  +2.385496e+01  0042     TA-N25K-  +7.078493e+00  +1.833350e+01  +4.274717e+00  +1.000000e-01
-1.442623e+02  +6.033510e+01  +3.963201e+01  0029      AK-HMT-  +1.893564e+00  -6.036315e+00  +3.934814e+00  +2.100000e+00
-1.441455e+02  +6.769460e+01  +3.438931e+01  0048     TA-F26K-  +1.334020e-02  +9.157051e-01  +3.274397e+00  +2.100000e+00
-1.440697e+02  +6.364820e+01  +3.215537e+01  0264      AK-DOT-  +9.796943e-03  +2.709880e+00  +3.355494e+00  +2.100000e+00
-1.439905e+02  +6.397610e+01  +3.449182e+01  0194     AK-SCRK-  +7.047412e-04  +6.734521e-01  +3.300950e+00  +2.100000e+00
-1.439692e+02  +6.023610e+01  +4.372079e+01  0009     AK-NICH-  +6.129562e+00  -1.105795e+01  +4.319741e+00  +1.000000e-01
-1.438123e+02  +6.144170e+01  +2.888435e+01  0120      AK-GLB-  +7.814433e+00  +1.243014e+01  +4.140142e+00  +1.000000e-01
-1.437848e+02  +6.694980e+01  +3.103053e+01  0040     TA-G26K-  +1.778666e+00  +3.799511e+00  +3.904825e+00  +2.100000e+00
-1.437790e+02  +6.007200e+01  +2.479556e+01  0037     AK-SUCK-  +1.600819e+00  +8.807695e+00  +5.168394e+00  +1.100000e+00
-1.437194e+02  +6.293805e+01  +3.951519e+01  0087     AT-MENT-  +1.517811e+00  -5.000825e+00  +3.603210e+00  +2.100000e+00
-1.437114e+02  +6.962600e+01  +4.522901e+01  0019     TA-C27K-  +1.839714e-01  -5.645563e+00  +4.729086e+00  +1.100000e+00
-1.437038e+02  +6.039230e+01  +2.561332e+01  0024     AK-BERG-  +4.517034e+00  +9.033608e+00  +4.337103e+00  +1.000000e-01
-1.435636e+02  +6.450120e+01  +3.835878e+01  0050     TA-J26L-  +2.278423e-01  -2.977785e+00  +3.459844e+00  +2.100000e+00
-1.434545e+02  +6.122750e+01  +5.773949e+01  0070     AK-VRDI-  +9.433207e+00  -1.935005e+01  +4.550499e+00  +1.000000e-01
-1.433478e+02  +6.302540e+01  +2.996183e+01  0086     TA-L26K-  +1.942015e+00  +5.955109e+00  +4.122696e+00  +1.100000e+00
-1.433210e+02  +6.028050e+01  +2.094042e+01  0046     AK-GRIN-  +9.522804e+00  +1.372864e+01  +4.375960e+00  +1.000000e-01
-1.432841e+02  +6.012050e+01  +2.409463e+01  0018     AK-BGLC-  +8.363462e-01  +9.918484e+00  +4.592931e+00  +1.100000e+00
-1.432510e+02  +6.044270e+01  +2.280958e+01  0068     AK-KHIT-  +9.450208e+00  +1.303352e+01  +3.591002e+00  +1.000000e-01
-1.431541e+02  +6.530640e+01  +3.164122e+01  0045     TA-I26K-  +3.346582e+00  +4.952544e+00  +3.427977e+00  +1.100000e+00
-1.430926e+02  +6.075230e+01  +2.713201e+01  0075      AK-CRQ-  +9.558637e+00  +1.172129e+01  +3.804028e+00  +1.000000e-01
-1.430240e+02  +6.138360e+01  +5.400117e+01  0040     AK-MCAR-  +1.433755e+00  -1.376006e+01  +5.267286e+00  +1.100000e+00
-1.429963e+02  +6.240130e+01  +3.469466e+01  0041     TA-M26K-  +6.192435e-02  +2.954834e+00  +6.371468e+00  +1.100000e+00
-1.428529e+02  +6.044800e+01  +4.056659e+01  0064      AK-WAX-  +1.025093e+00  -4.722027e+00  +3.658475e+00  +2.100000e+00
-1.428391e+02  +6.017900e+01  +2.316005e+01  0039      AK-SSP-  +8.084469e+00  +1.199933e+01  +4.367259e+00  +1.000000e-01
-1.428292e+02  +6.075410e+01  +5.189836e+01  0069      AK-TGL-  +6.098964e+00  -1.377617e+01  +3.660419e+00  +1.000000e-01
-1.427234e+02  +6.024740e+01  +4.418808e+01  0034     AK-KULT-  +5.166815e+00  -9.400754e+00  +3.910671e+00  +1.100000e+00
-1.424931e+02  +6.040300e+01  +2.981893e+01  0010     AK-BARK-  +3.928309e+00  +7.315452e+00  +3.477093e+00  +1.100000e+00
-1.424672e+02  +6.118710e+01  +5.622079e+01  0090     AK-PTPK-  +2.356323e+00  -1.513051e+01  +5.415678e+00  +1.000000e-01
-1.423605e+02  +6.092310e+01  +5.808995e+01  0075     AK-KIAG-  +1.145406e+01  -1.803451e+01  +4.816146e+00  +1.000000e-01
-1.423462e+02  +6.103600e+01  +4.687500e+01  0197      AK-BAL-  +1.095533e-02  -5.418159e+00  +5.449871e+00  +1.100000e+00
-1.423406e+02  +6.060240e+01  +3.005257e+01  0028     AK-ISLE-  +6.625607e+00  +9.283409e+00  +3.688265e+00  +1.000000e-01
-1.420915e+02  +6.048960e+01  +2.876752e+01  0030     AK-BAGL-  +7.901788e+00  +1.048632e+01  +3.638761e+00  +1.000000e-01
-1.420758e+02  +6.402920e+01  +4.003817e+01  0048     TA-K27K-  +1.402314e-01  -4.928047e+00  +3.469252e+00  +2.100000e+00
-1.419505e+02  +6.017850e+01  +3.869743e+01  0040     AK-MESA-  +9.261449e-04  -9.488505e-01  +3.495066e+00  +2.100000e+00
-1.418780e+02  +6.235790e+01  +3.515267e+01  0029     TA-M27K-  +5.036806e-02  +3.000026e+00  +3.978254e+00  +2.100000e+00
-1.418275e+02  +6.306180e+01  +3.075351e+01  0071     TA-L27K-  +1.586239e-01  +4.678937e+00  +5.039838e+00  +1.100000e+00
-1.417558e+02  +6.073150e+01  +3.472547e+01  0040     AK-GRNC-  +1.952927e+00  +6.867640e+00  +4.485304e+00  +1.100000e+00
-1.417510e+02  +6.035830e+01  +4.126752e+01  0054      AK-YAH-  +4.306969e-03  -2.228053e+00  +3.588909e+00  +2.100000e+00
-1.416622e+02  +6.105950e+01  +4.558995e+01  0070     AK-BARN-  +6.687198e-03  -3.275032e+00  +4.954161e+00  +1.100000e+00
-1.416549e+02  +6.680880e+01  +3.408397e+01  0031     TA-G27K-  +2.409208e-03  +1.763567e-01  +3.389314e+00  +2.100000e+00
-1.416153e+02  +6.560350e+01  +3.637405e+01  0043     TA-I27K-  +7.852273e-05  -3.485106e-02  +3.456770e+00  +2.100000e+00
-1.415951e+02  +6.818610e+01  +3.179389e+01  0041     TA-E27K-  +1.074135e-01  +3.289166e+00  +4.328587e+00  +1.100000e+00
-1.415498e+02  +6.022350e+01  +3.647780e+01  0032     XF-KAVU-  +1.389496e-01  +2.680206e+00  +3.671554e+00  +2.100000e+00
-1.415265e+02  +6.623050e+01  +3.893234e+01  0070     TA-H27K-  +1.195188e+00  -4.698537e+00  +3.162879e+00  +2.100000e+00
-1.414543e+02  +6.021760e+01  +3.308995e+01  0012     XF-STEW-  +3.362545e+00  +6.403992e+00  +3.751635e+00  +1.100000e+00
-1.414059e+02  +6.015560e+01  +4.418808e+01  0036     XF-BOOM-  +1.076485e+00  -5.430892e+00  +3.644484e+00  +2.100000e+00
-1.413858e+02  +6.017200e+01  +4.967874e+01  0041     XF-DOST-  +7.201016e+00  -1.108440e+01  +3.597859e+00  +1.100000e+00
-1.413727e+02  +6.012980e+01  +4.068341e+01  0015     XF-TRIP-  +1.596204e-02  -1.804246e+00  +3.685936e+00  +2.100000e+00
-1.413479e+02  +6.015920e+01  +3.624416e+01  0043     XF-LUPN-  +2.932590e-01  +3.030785e+00  +3.738615e+00  +2.100000e+00
-1.413478e+02  +6.029940e+01  +4.687500e+01  0041     AK-RKAV-  +5.277847e+00  -7.610943e+00  +4.477413e+00  +1.000000e-01
-1.413401e+02  +6.096490e+01  +4.570678e+01  0162      AK-CTG-  +5.947946e-02  -3.657229e+00  +5.527554e+00  +1.100000e+00
-1.411581e+02  +6.477740e+01  +3.904790e+01  0213   US-EGAK-00  +2.564914e-02  -2.211169e+00  +3.602040e+00  +2.100000e+00
-1.411443e+02  +6.043990e+01  +5.423481e+01  0051     AK-TABL-  +8.062266e+00  -1.422704e+01  +4.740038e+00  +1.000000e-01
-1.409648e+02  +6.924300e+01  +4.874046e+01  0027     TA-D27M-  +4.599762e+00  -1.055297e+01  +4.565596e+00  +1.000000e-01
-1.408606e+02  +6.241410e+01  +3.414135e+01  0009     CN-BVCY-  +6.048044e-01  +4.244542e+00  +3.672725e+00  +2.100000e+00
-1.408426e+02  +6.176680e+01  +4.442173e+01  0016     CN-YUK2-  +5.317082e-02  -4.026993e+00  +3.989209e+00  +2.100000e+00
-1.404595e+02  +6.177550e+01  +4.594042e+01  0003     CN-YUK3-  +1.716717e+00  -6.106328e+00  +4.658249e+00  +1.100000e+00
-1.402525e+02  +6.009590e+01  +4.453855e+01  0051      AK-PIN-  +1.636920e+00  -5.109391e+00  +3.724844e+00  +2.100000e+00
-1.401906e+02  +6.077180e+01  +5.713741e+01  0020     TA-O28M-  +5.637893e+00  -1.627649e+01  +5.083476e+00  +1.000000e-01
-1.399355e+02  +6.544830e+01  +4.064885e+01  0031     TA-I28M-  +2.344290e+00  -5.532122e+00  +3.608811e+00  +1.100000e+00
-1.398717e+02  +6.761360e+01  +2.461832e+01  0030     TA-F28M-  +8.572170e+00  +1.149268e+01  +4.156615e+00  +1.000000e-01
-1.397646e+02  +6.128440e+01  +3.507594e+01  0001     CN-YUK8-  +1.622423e+00  +7.370927e+00  +4.654579e+00  +1.100000e+00
-1.396369e+02  +5.995340e+01  +2.900117e+01  0033      AK-BCP-  +6.913634e+00  +1.118781e+01  +3.869825e+00  +1.000000e-01
-1.395458e+02  +5.997220e+01  +4.266939e+01  0009     YO-TIDE-  +7.058006e-01  -3.799047e+00  +3.613945e+00  +2.100000e+00
-1.395349e+02  +6.860430e+01  +3.744275e+01  0027     TA-E28M-  +1.125156e-02  +6.699377e-01  +3.963235e+00  +2.100000e+00
-1.394036e+02  +5.966590e+01  +3.484229e+01  0140      AK-PNL-  +9.312552e-02  +3.478060e+00  +3.596124e+00  +2.100000e+00
-1.393909e+02  +6.406550e+01  +3.425818e+01  0005     CN-DAWY-  +2.234886e-01  +2.579372e+00  +3.544435e+00  +2.100000e+00
-1.387367e+02  +6.932860e+01  +3.729008e+01  0004     TA-D28M-  +2.948046e-02  +4.857427e+00  +5.543301e+00  +1.100000e+00
-1.385755e+02  +6.030240e+01  +4.858779e+01  0027     TA-O29M-  +4.821381e+00  -9.580215e+00  +4.456024e+00  +1.000000e-01
-1.385463e+02  +6.143480e+01  +3.682827e+01  0004     CN-YUK4-  +7.714126e-02  +2.776601e+00  +3.817686e+00  +2.100000e+00
-1.384624e+02  +6.244350e+01  +3.637405e+01  0041     TA-M29M-  +1.763665e-03  +4.324986e-01  +3.482122e+00  +2.100000e+00
-1.383689e+02  +6.621910e+01  +2.156489e+01  0003     TA-H29M-  +1.454644e+01  +1.669110e+01  +3.640624e+00  +1.000000e-01
-1.383626e+02  +6.094320e+01  +4.757594e+01  0008     CN-YUK6-  +5.469314e+00  -8.559479e+00  +4.397142e+00  +1.000000e-01
-1.383063e+02  +6.536090e+01  +3.866412e+01  0030     TA-I29M-  +1.170517e-01  -3.487497e+00  +3.650551e+00  +2.100000e+00
-1.382164e+02  +6.445250e+01  +4.583969e+01  0015     TA-J29N-  +9.269118e+00  -1.211770e+01  +3.303579e+00  +1.000000e-01
-1.382158e+02  +6.445300e+01  +2.993575e+01  0019     TA-J29M-  +5.362829e+00  +8.073366e+00  +4.145056e+00  +1.000000e-01
-1.382154e+02  +5.909060e+01  +3.612734e+01  0095     AK-DCPH-  +3.502728e-04  +4.076350e-01  +3.863138e+00  +2.100000e+00
-1.381399e+02  +6.053070e+01  +3.530958e+01  0006     CN-YUK7-  +1.285109e+00  +4.993952e+00  +3.872164e+00  +2.100000e+00
-1.381290e+02  +6.310900e+01  +3.408397e+01  0041     TA-L29M-  +2.060887e-03  +1.706529e+00  +3.405997e+00  +2.100000e+00
