gid,latitude,longitude,cgeoth_grad,cgeoth_grad_sym,cgeoth_grad_std_err,heat_flow,heat_flow_sym,heat_flow_std_err,cheat_flow,cheat_flow_sym,cheat_flow_std_err,quality_code
UT-00291,38.4201621,-113.2564075,,,,175.728,,,,,,G
UT-00293,38.0171693,-113.2015015,,,,37.656,,,,,,D
UT-00300,38.6407626,-112.6504925,,,,343,,,,,,G
UT-00300,38.6407626,-112.6504925,,,,459.2,,,,,,G
UT-00300,38.6407626,-112.6504925,,,,443.504,,,,,,G
UT-00301,38.4734621,-113.1232043,,,,92.048,,,,,,B
UT-00302,38.4632624,-113.1049037,,,,129.704,,,,,,G
UT-00308,37.8999674,-113.7875169,,,,109,,,,,,B
UT-00317,38.1104682,-113.1278004,,,,78.4,,,,,,C
UT-00317,38.1104682,-113.1278004,,,,108.784,,,,,,C
UT-00318,38.1407676,-113.1448013,,,,249.2,,,,,,G
UT-00318,38.1407676,-113.1448013,,,,221.752,,,,,,G
UT-00321,38.1668672,-113.1414014,,,,238.488,,,,,,G
UT-00323,38.2223658,-113.2034038,,,,121.336,,,,,,G
UT-00336,38.6804622,-112.6121918,,,,615.048,,,,,,G
UT-00342,38.5915629,-112.721694,,,,66.944,,,,,,B
UT-00343,38.550064,-112.6564917,,,,26.6,NVD,,,,,D
UT-00344,38.5507632,-112.7763951,,,,79.496,,,,,,B
UT-00349,,,,,,110.6,,,,,,B
UT-00358,37.9369677,-113.6475134,,,,180,,,,,,G
UT-00359,,,,,,637,,,,,,G
UT-00360,,,,,,655.2,,,,,,G
UT-00366,38.3736633,-113.185205,,,,54.392,,,,,,B
UT-00367,38.3878627,-113.2403067,,,,112.968,,,,,,B
UT-00379,37.9332679,-113.6325129,,,,33,,,,,,D
UT-00382,38.2593684,-112.7234904,,,,62.76,,,,,,B
UT-00386,38.1908682,-112.9268955,,,,92.048,,,,,,B
UT-00400,38.4140646,-112.8959971,,,,79.496,,,,,,B
UT-00401,38.4249644,-112.8971973,,,,63,,,,,,B
UT-00401,38.4249644,-112.8971973,,,,83.68,,,,,,C
UT-00402,38.5445627,-112.8621976,,,,92.048,,,,,,B
UT-00403,38.5514626,-112.8647977,,,,133.888,,,,,,G
UT-00404,38.7577598,-112.7871978,,,,54.392,,,,,,B
UT-00406,38.5232624,-112.9658003,,,,146,,,,,,G
UT-00407,38.4912637,-112.8515967,,,,1104.6,,,,,,G
UT-00407,38.4912637,-112.8515967,,,,,,,,,,G
UT-00410,38.9702751,-109.9064154,,,,68,,,,,,
UT-00416,40.116664,-109.0840023,21.6,,,54,,,58,,,C
UT-00417,38.4932637,-112.8429964,,,,2984.8,,,,,,G
UT-00417,38.4932637,-112.8429964,,,,0,,,,,,G
UT-00419,40.7499355,-112.250805,26.4,,,77,,,86,,,C
UT-00423,38.3282634,-113.2841073,,,,112.2,,,,,,G
UT-00427,38.2999639,-113.284107,,,,0,,,,,,G
UT-00430,38.3132637,-113.2841071,,,,136.595,,,,,,G
UT-00433,38.5637644,-112.5675892,,,,1055.461712,,,,,,G
UT-00435,39.4199452,-113.4058233,,,,67,,,,,,C
UT-00480,41.2777358,-111.3267835,,,,76,,,,,,
UT-00439,39.301646,-113.5558263,,,,79,,,,,,B
UT-00440,39.2866464,-113.5258252,,,,339,,,,,,G
UT-00444,39.3666447,-113.5991283,,,,46,,,,,,C
UT-00451,38.601664,-112.5299886,,,,656.42,,,,,,G
UT-00455,41.1852368,-111.3231822,,,,76,,,,,,
UT-00457,38.1679745,-112.0448699,,,,101,,,,,,
UT-00464,38.0037778,-111.9736661,,,,97,,,,,,
UT-00467,38.1118682,-113.1258004,49,,,74,,3,74,,,C
UT-00468,38.0882685,-113.1375005,78,,,116,,17,116,,,C
UT-00471,38.0777682,-113.2155026,84,,,125,,15,125,,,C
UT-00473,38.1157788,-111.5079538,,,,103,,,,,,
UT-00474,41.5875344,-111.0529788,,,,72,,,,,,
NV-03155,40.4411905,-118.5619844,,,,62.79,,,,,,C
UT-00481,40.9349427,-110.8693655,,,,62,,,,,,
UT-00484,41.4844277,-112.1744117,,,,113,,,,,,
UT-00487,37.6582733,-113.5635079,,,,1000,,,,,,G
UT-00487,37.6582733,-113.5635079,,,,3000,,,,,,G
UT-00487,37.6582733,-113.5635079,,,,0,,,,,,G
UT-00491,40.9804528,-109.2190155,,,,55,,,,,,
UT-00497,39.5874579,-111.1849599,,,,72,,,,,,
UT-00500,40.0528508,-111.3005685,,,,68,,,,,,
UT-00502,38.4932641,-112.7857948,,,,25.2,,,,,,B
UT-00503,40.3608482,-111.0913657,,,,53,,,,,,
UT-00504,38.4505715,-111.7720649,,,,68,,,,,,
UT-00505,41.2812355,-111.3608845,,,,76,,,,,,
UT-00513,38.4712638,-112.8782972,,,,427,,,,,,G
UT-00514,38.4922637,-112.8365962,,,,151,,,,,,G
NV-06555,38.5415208,-118.4653553,,,,,,,,,,G
UT-00514,38.4922637,-112.8365962,,,,138,,,,,,G
UT-00515,38.466264,-112.8629967,,,,837,,,,,,G
UT-00515,38.466264,-112.8629967,,,,837,,,,,,G
UT-00524,37.6062725,-113.8153145,58,,,111,,13,87,,,B
UT-00531,38.1196646,-113.6288149,42.5,,,122,,7,102,,,B
UT-00534,37.8467695,-113.6211116,51.5,*,,72,*,,72,*,,C
UT-00536,37.874469,-113.6186119,31,,2,43,,8,43,,8,B
UT-00539,37.8857708,-113.3330039,30,,4,42,,9,42,,9,B
UT-00540,41.9863292,-111.226789,,,,63,,,,,,
UT-00546,37.9816671,-113.6258133,,,,109.2,,,,,,A
UT-00557,37.9797671,-113.617613,,,,64.4,,,,,,C
UT-00558,37.7559704,-113.7315138,,,,,,,,,,G
UT-00559,37.9561667,-113.7400162,,,,98,,,,,,A
UT-00560,37.9311675,-113.6916146,,,,193.2,,,,,,G
UT-00561,37.844669,-113.6996138,,,,159.6,,,,,,G
UT-00564,40.098351,-111.1710651,,,,74,,,,,,
UT-00573,39.0454554,-112.7628003,,,,91,,,,,,
UT-00583,38.7887771,-110.0435176,,,,59,,,,,,
UT-00589,40.8129368,-111.9560969,,,,170,,,,,,
UT-00591,39.5880587,-111.0664563,,,,46,,,,,,
UT-00592,38.7994768,-110.052718,,,,59,,,,,,
UT-00593,38.8082766,-110.0616184,,,,59,,,,,,
UT-00595,38.4571639,-112.9004977,,,,157.5,,,,,,G
UT-00600,40.5332435,-111.4715791,,,,126,,,,,,G
UT-00613,41.3037265,-112.6177229,,,,106,,,,,,
UT-00616,37.6252749,-113.4091032,24,,3,87,,13,87,,13,B
UT-00627,38.0436675,-113.4016075,40,,,64,,8,64,,,C
UT-00632,38.6266664,-112.1074766,,,,1836,,50,,,,G
UT-00636,38.6282665,-112.1007764,,,,75,,,,,,A
UT-00638,38.570482,-109.8051084,,,,53,,,,,,
UT-00641,39.7650532,-111.5314721,,,,69,,,,,,
UT-00650,37.6346738,-113.5558075,,,,163,,15,,,,G
UT-00662,37.6482735,-113.5646079,,,,1747,,218,,,,G
UT-00662,37.6482735,-113.5646079,,,,685.8,,,,,,G
UT-00665,37.6666732,-113.5486076,475,,58,874,,116,,,,G
UT-00669,39.3321715,-109.6232106,,,,59,,,,,,
UT-00670,38.7175832,-109.2122922,,,,70,,,,,,
UT-00672,38.5466646,-112.5742893,,,,50,,,,,,G
UT-00672,38.5466646,-112.5742893,,,,3640,,,,,,G
UT-00678,38.5177628,-112.9127987,,,,550.2,,,,,,G
UT-00679,38.4642639,-112.8825973,,,,196,,,,,,G
UT-00683,38.5817812,-109.9055115,,,,49,,,,,,
UT-00686,39.1766727,-109.7964142,,,,59,,,,,,
UT-00696,41.6274257,-112.2470157,,,,111.3,,,,,,C
UT-00707,38.6399662,-112.1057767,,,,1160,,14,,,,G
UT-00710,38.9016566,-112.9173031,,,,105,,,,,,A
UT-00718,40.2051419,-112.3133004,,,,88,,,,,,
UT-00721,38.8483642,-111.9089732,,,,81,,,,,,
UT-00722,38.72708,-109.7201074,,,,61,,,,,,
UT-00723,40.7830361,-112.0994009,,,,170,,,,,,
UT-00727,40.489741,-111.9085917,,,,80,,,,,,G
UT-00727,40.489741,-111.9085917,,,,0,,,,,,G
UT-00729,38.8903637,-111.8852729,,,,81,,,,,,
UT-00730,40.6335362,-112.3469065,,,,71,,,,,,
UT-00731,39.4370633,-110.6958437,,,,70,,,,,,
UT-00732,41.8251312,-111.161085,,,,62,,,,,,
UT-00734,38.579571,-111.5334593,,,,63,,,,,,
UT-00736,39.601761,-110.6891453,,,,60,,,,,,
UT-00739,41.178328,-112.607021,,,,113,,,,,,
UT-00748,39.7454619,-110.2260329,,,,66,,,,,,
UT-00750,41.6174328,-111.2365848,,,,58,,,,,,
UT-00751,39.6166432,-113.2841221,,,,150.56328,,,,,,G
UT-00760,39.6116449,-113.0641156,,,,125.04408,,,,,,G
UT-00765,39.5799446,-113.1708183,,,,273.05544,,,,,,G
UT-00768,39.5166132,-113.0158131,,,,351.624,,,,,,G
NM-00447,35.7888502,-106.688593,,,,264,,,167,,,G
UT-00774,39.4132822,-112.9008085,,,,22.932,,,,,,B
UT-00784,39.4882792,-113.1791508,,,,186.004,,,,,,G
UT-00786,39.4332797,-113.2141512,,,,61.152,,,,,,B
UT-00787,39.4416134,-113.1524828,,,,191.1,,,,,,G
UT-00789,39.4082812,-113.0541462,,,,112.112,,,,,,B
UT-00793,39.5749437,-113.3074889,,,,234.416,,,,,,G
UT-00800,39.5482788,-113.1108162,,,,178.36,,,,,,G
UT-00801,39.5349459,-113.0791485,,,,178.36,,,,,,G
UT-00804,39.5016124,-113.1658173,,,,229.32,,,,,,G
UT-00807,39.4616127,-113.205818,,,,81.536,,,,,,B
UT-00808,39.4366133,-113.1774835,,,,61.152,,,,,,B
NM-00654,34.1200856,-107.0805923,21.1,,2.1,38.191,,,38,,,B
UT-00809,39.4466135,-113.1258155,,,,142.688,,,,,,G
UT-00813,39.5899448,-113.120817,,,,249.704,,,,,,G
UT-00814,39.5332784,-113.1958185,,,,196.196,,,,,,G
UT-00821,38.6542766,-110.4552284,,,,52,,,,,,
UT-00822,38.8090743,-110.4400296,,,,74,,,,,,
UT-00827,37.1359844,-113.3614967,,,,1.35,,,,,,D
UT-00832,37.0637843,-113.5856022,,,,0,,,,,,G
UT-00836,37.3224787,-113.6780076,,,,337.5,,,,,,G
UT-00848,38.7644592,-112.8537998,49.9,,10.8,104,,25,104,,25,B
UT-00862,40.9439407,-111.1539743,,,,62,,,,,,
UT-00871,38.5372627,-112.8864982,,,,793.8,,,,,,G
UT-00879,38.5332626,-112.9052987,,,,68.88,,,,,,A
UT-00882,38.9570636,-111.7498697,,,,81,,,,,,
NV-06170,40.6134008,-117.0559441,,,,119.8,,,,,,D
UT-00884,41.4055245,-112.7344277,,,,106,,,,,,
UT-00885,39.4115668,-110.1891283,,,,55,,,,,,
UT-06000,38.4695633,-112.9540994,,,,117.6,,,,,,A
UT-06005,38.5165636,-112.7992954,,,,25.7,,,,,,B
UT-06006,38.5180628,-112.9121987,,,,580.7,,,,,,G
UT-06008,38.6752626,-112.5711906,,,,1171.1,,,,,,G
UT-06011,38.4117646,-112.9030973,,,,,,,,,,
UT-06011,38.4117646,-112.9030973,,,,102.7,,,,,,A
UT-06015,38.5176634,-112.8204961,,,,,,,,,,
UT-06015,38.5176634,-112.8204961,,,,167.9,,,,,,G
UT-06016,38.5598628,-112.8184965,,,,,,,,,,
UT-06016,38.5598628,-112.8184965,,,,48,,,,,,B
UT-06021,38.5617643,-112.5832897,,,,581.4,,,,,,G
UT-08001,38.9275,-109.8246,,,,,,,,,,
UT-08002,38.9275,-109.8246,,,,,,,,,,
UT-08004,38.8481,-109.4894,,,,,,,,,,
VA-00003,38.2333492,-79.8164669,14.8,,0.2,51,,,51,,,A
VA-00003,38.2333492,-79.8164669,15.3,,0.8,46,,1,46,,,A
VA-00003,38.2333492,-79.8164669,17.1,,0.1,67,,1,67,,,A
VA-00003,38.2333492,-79.8164669,14.7,,0.1,48,,2,48,,,A
VA-00003,38.2333492,-79.8164669,13.4,,0.1,53,,2,53,,,A
VA-00003,38.2333492,-79.8164669,14.8,*,,49,*,,49,*,,A
VA-00012,36.9085637,-76.7018744,21.8,,,50,,4,50,,,B
VA-00012,36.9085637,-76.7018744,26.8,,,59,,7,59,,,B
VA-00012,36.9085637,-76.7018744,24.2,*,,54,*,7,54,*,,B
VA-00013,38.0372479,-77.8955069,16.7,*,,38,*,,38,*,,A
VA-00017,37.7655527,-78.0932142,15.6,,,41,,7,41,,,A
NV-03156,40.1736931,-118.6919842,,,,64.064,,,,,,C
VA-00022,37.7530516,-77.5501973,18.4,,,59,,2,59,,,A
VA-00025,37.7088471,-75.7138402,32.3,,,66,,8,66,,,A
VA-06004,38.2300492,-79.8177669,,,,71.1,,,,,,A
VT-00001,43.2499742,-72.8328126,20.8,,,55,,,51,,,A
VT-00002,43.3332725,-72.5495025,21.6,,,54,,,50,,,A
WA-00003,46.6793015,-122.7620195,,,,,,,,,,X
WA-00010,47.5066547,-117.3978716,41.6,,,56,*,,56,*,,B
WA-00012,45.8626252,-120.6669394,30.5,,,49,*,,49,*,,D
WA-00014,46.8893258,-120.3919526,27.3,>,,42,>,,42,>,,C
WA-00014,46.8893258,-120.3919526,29.4,,,46,*,,46,*,,C
WA-00017,47.0095333,-119.6269315,27.3,,,,,,,,,D
WA-00020,46.7340334,-119.6408262,,,,,,,,,,X
WA-00035,45.7265076,-122.4411892,27,,,46,*,,42,*,,B
WA-00043,45.8616228,-120.9036465,,,,,,,,,,X
WA-00046,46.4165292,-120.1199343,49.4,,,79,*,,79,*,,C
WA-00046,46.4165292,-120.1199343,43.9,,,69,*,,69,*,,B
WA-00048,46.4981059,-122.3832042,,,,,,,,,,X
WA-00061,48.4578027,-122.6352576,12.6,,0.1,37,,,37,,,A
WA-00065,48.7166353,-119.5921682,21.5,,,68,,,75,,,A
WA-00067,48.9135556,-117.600908,16.1,,,,,,,,,C
WA-00073,48.3606416,-118.8808373,19.5,,,56,,,66,,,A
WA-00077,48.6663434,-118.7741407,31.1,,0.2,75,,,76,,,A
WA-00078,48.9165556,-117.5954079,20.8,,,142,,,124,,,B
WA-00080,48.9141556,-117.6023081,15.1,,,,,,,,,C
WA-00082,48.9936461,-118.6021426,23.9,,,,,,,,,B
WA-00085,46.3595094,-122.075692,14.9,*,,,,,,,,C
NM-00657,34.0150888,-106.9372875,39.5,,0.7,69.125,,,69,,,B
WA-00085,46.3595094,-122.075692,21.6,*,,,,,,,,C
WA-00085,46.3595094,-122.075692,18.5,*,,46,*,,68,*,,C
WA-00088,48.0585427,-118.7078251,19.7,,,56,,,75,,,A
WA-00091,48.9988372,-119.4888714,18.8,,,,,,,,,A
WA-00094,47.2201192,-121.0088787,,,,,,,,,,C
WA-00095,48.9988371,-119.4943716,20.9,,,,,,,,,A
WA-00104,46.557825,-120.5136493,,,,,,,,,,X
WA-00113,46.5831348,-119.5178193,37.2,,,64,,1,64,,,A
WA-00118,45.6481131,-121.9363728,,,,,,,,,,D
WA-00122,46.073047,-118.3595733,,,,,,,,,,X
WA-00124,46.5251282,-120.200139,42.2,,,70,*,,65,*,,D
WA-00127,46.3373134,-121.6994803,67.8,,,141,,,133,,,C
WA-00127,46.3373134,-121.6994803,60.2,,,125,,,119,,,B
WA-00138,46.2245141,-121.6636768,50,,,85,,4,85,,,B
WA-00143,46.6515165,-121.3311761,46,,,132,,,93,,,A
WA-00145,46.9598415,-118.7873044,42.5,,,68,*,,68,*,,D
WA-00149,46.2468366,-119.4039089,43.1,,,69,*,,69,*,,B
WA-00156,46.649817,-121.2848746,42.3,,,111,,,108,,,A
WA-00158,46.6730196,-121.0304674,67,,,121,,,87,,,B
WA-00160,47.0088123,-121.6961949,19.6,,,58,,,47,,,B
WA-00161,46.1330594,-116.9990321,36.1,,,44,*,,57,*,,C
WA-00162,46.5261511,-117.8220654,,,,,,,,,,X
WA-00176,46.5885006,-122.8687207,18.2,,,,,,,,,D
WA-00178,45.8368063,-122.5298942,38.5,,,40,*,,40,*,,B
WA-00178,45.8368063,-122.5298942,25.6,,,41,*,,41,*,,B
NV-06172,40.3937034,-117.0913421,,,,246,,,,,,G
WA-00179,47.9481539,-117.5268848,27.5,,,66,*,,66,*,,B
WA-00183,47.0041342,-119.5299284,49.8,,,79,*,,79,*,,C
WA-00185,45.9918276,-120.3839336,64.8,,,105,*,,105,*,,D
WA-00185,45.9918276,-120.3839336,37.6,>,,60,>,,60,>,,D
WA-00185,45.9918276,-120.3839336,41.2,,,65,*,,65,*,,C
WA-00194,46.6041262,-120.3856463,26.4,,,42,*,,42,*,,D
WA-00197,45.7573269,-120.5286332,32.9,,,48,*,,52,*,,D
WA-00201,45.7033139,-121.8411711,45,,,,,,72,,,B
WA-00206,47.7080561,-117.2622713,,,,,,,,,,D
WA-00211,46.5320224,-120.7751567,,,,,,,,,,D
WA-00212,46.0243472,-118.345772,81.8,,,93,*,,93,*,,D
WA-00214,45.8266067,-122.4929929,29.8,,,,,,,,,B
WA-00214,45.8266067,-122.4929929,29.4,,,,,,,,,B
WA-00214,45.8266067,-122.4929929,30.6,,,,,,,,,B
WA-00215,46.7343222,-120.7633606,,,,,,,,,,D
WA-00215,46.7343222,-120.7633606,,,,,,,,,,D
WA-00218,47.6128379,-119.1499295,,,,,,,,,,X
WA-00219,47.654537,-119.2511336,,,,,,,,,,X
WA-00231,46.906524,-120.5624582,29.6,,0.2,,,,,,,B
WA-00243,46.531304,-122.5567101,18.2,,,31,*,,31,*,,D
WA-00246,46.2810307,-119.9976278,58.1,,,92,*,,92,*,,D
WA-00252,45.7025182,-121.4161585,32.6,,,52,*,,52,*,,D
WA-00254,45.8813249,-120.6934406,53.5,,,76,*,,76,*,,D
WA-00254,45.8813249,-120.6934406,52.9,,,75,*,,75,*,,D
WA-00258,48.9206581,-117.3343994,23,,,137,,,118,,,B
WA-00261,46.9868051,-122.3809151,,,,,,,,,,C
NM-00664,34.0567878,-106.9372877,40.6,,0.5,57.246,,,58,,,B
WA-00265,47.1645362,-119.3171252,37.4,,,59,*,,59,*,,D
WA-00265,47.1645362,-119.3171252,50.9,,,81,*,,81,*,,D
WA-00268,46.0660445,-118.6243814,17,,,,,,,,,D
WA-00270,46.7031235,-120.6403562,56.9,,,,,,,,,B
WA-00270,46.7031235,-120.6403562,49.9,,,,,,,,,B
WA-00277,47.3683264,-120.3011602,28.4,,,58,,4,62,,,A
WA-00283,45.6118113,-122.1286777,35.8,,,,,,,,,B
WA-00283,45.6118113,-122.1286777,55.9,,,70,*,,59,*,,B
WA-00283,45.6118113,-122.1286777,38.5,,,,,,,,,B
WA-00283,45.6118113,-122.1286777,63.7,,,80,*,,67,*,,B
WA-00287,46.8326416,-118.7903018,,,,,,,,,,X
WA-00289,46.5475037,-122.5800112,25.4,,,38,*,,38,*,,B
WA-00291,46.4998107,-121.9194904,36.7,,,,,,,,,D
WA-00294,45.9388219,-120.9756503,31.4,,,50,*,,50,*,,D
WA-00298,46.4348283,-120.2036372,48,,,,,,,,,C
WA-00298,46.4348283,-120.2036372,75,,,,,,,,,C
WA-00298,46.4348283,-120.2036372,41,,,65,*,,65,*,,C
WA-00306,46.729111,-121.8533935,25,>,,48,>,,43,>,,D
WA-00307,45.6403127,-121.9764738,,,,,,,,,,B
WA-00307,45.6403127,-121.9764738,49.3,,,76,,,69,,,B
WA-00308,45.6481129,-121.9551733,129.6,,,209,*,,190,*,,G
WA-00310,46.7146139,-121.5791849,33.8,,,98,,,74,,,B
WA-00317,46.532001,-122.8432186,33.5,,,36,*,,36,*,,A
WA-00317,46.532001,-122.8432186,27.7,,,30,*,,30,*,,A
WA-00317,46.532001,-122.8432186,24.6,,,36,*,,36,*,,A
WA-00319,46.6385159,-121.3926776,45,,,96,,,83,,,A
WA-00328,47.816549,-118.0260981,33,,,86,,,84,,,B
WA-00334,46.729322,-120.780161,35.9,,1,53,*,,53,*,,C
WA-00337,45.7145134,-121.8828726,26.8,,,35,*,,33,*,,B
WA-00338,46.4093297,-120.0763328,42.5,,,67,*,,67,*,,B
WA-00338,46.4093297,-120.0763328,39.7,,,63,*,,63,*,,B
WA-00342,45.7730097,-122.2181837,23.2,,,65,*,,65,*,,A
WA-00346,45.7700099,-122.2004831,22.8,,,64,*,,64,*,,B
WA-00346,45.7700099,-122.2004831,29.2,,,82,*,,82,*,,A
WA-00356,46.527301,-122.8357183,24.8,,,36,*,,36,*,,A
WA-00356,46.527301,-122.8357183,32.7,,,36,*,,36,*,,A
WA-00356,46.527301,-122.8357183,22.2,,,39,*,,39,*,,A
WA-00367,45.9075212,-121.0488518,31.2,,,47,*,,50,*,,B
WA-00368,45.6475131,-121.9369728,,,,,,,,,,B
WA-00377,48.433832,-119.8463698,,,,,,,,,,D
WA-00378,47.5895564,-117.2213676,30.1,*,,94,*,,103,*,,B
WA-00383,46.4193344,-119.5908182,35.6,,,59,*,,56,*,,B
WA-00384,45.769121,-121.1218511,27,,,44,*,,44,*,,D
WA-00386,45.8983064,-122.4929944,,,,,,,,,,X
WA-00390,46.6115259,-120.4128473,26.5,,,,,,,,,C
WA-00391,46.6115259,-120.4136473,,,,,,,,,,X
WA-00392,46.618126,-120.4061472,26.5,,,40,*,,39,*,,D
WA-00393,45.7566192,-121.3023563,,,,,,,,,,X
WA-00397,45.631509,-122.3416843,,,,,,,,,,X
WA-00401,46.8650064,-122.2735091,,,,,,,,,,D
NM-00667,34.0383881,-106.9605883,145.9,,2.2,224.686,,,225,,,G
WA-00402,46.0480474,-118.3225717,33.3,>,,53,>,,53,>,,D
WA-08002,46.4252,-119.6071,,,,,,,,,,
WV-00002,39.2000361,-80.2330771,36.3,,,53,,,53,,,B
WV-08008,39.4358,-78.4369,,,,,,,,,,
WV-08009,38.7858,-80.495,,,,,,,,,,
WV-08010,38.7797,-80.9778,,,,,,,,,,
WV-08012,39.2614,-80.7275,,,,,,,,,,
WY-00003,42.849949,-106.9673648,35.5,,,59,,,59,,,C
WY-00007,42.297442,-108.860419,18.7,*,,47,*,,47,,,C
WY-00008,42.0982514,-107.600677,,,,36,*,,,,,C
WY-00011,42.1666535,-107.1339629,34.8,,,59,,8,59,,,C
WY-00023,43.6321656,-110.445519,,,,,,,,,,
WY-00026,43.5914896,-110.3575319,,,,,,,,,,
WY-00030,43.7256843,-110.3298617,,,,,,,,,,
WY-00031,43.7313279,-110.3229906,,,,,,,,,,
WY-00031,43.7313279,-110.3229906,,,,,,,,,,
WY-00035,43.6089925,-110.2477196,,,,,,,,,,
WY-00035,43.6089925,-110.2477196,,,,,,,,,,
WY-00035,43.6089925,-110.2477196,,,,,,,,,,
WY-00037,43.7493814,-110.1159737,,,,,,,,,,
WY-00037,43.7493814,-110.1159737,,,,,,,,,,
WY-00039,41.4166654,-106.2589277,19,,,57,,3,50,,,A
WY-00043,43.8066486,-105.9903433,21.4,,,71,*,,48,,,C
WY-00044,44.3666279,-108.9340462,30.5,,,54,,8,54,,,C
WY-00055,42.3766477,-107.8173869,22.9,*,,61,*,,66,*,,B
WY-00069,44.4374269,-109.0350504,,,,132.86,,,,,,G
WY-00070,44.3666275,-109.0007484,31.9,,,54,,8,54,,,C
WY-00071,43.8666281,-109.2840512,28,,,90,,,82,,,A
WY-00072,44.3699562,-104.0855859,30,*,,92,*,,88,*,,B
WY-00074,43.2082904,-105.0789406,,,,69,,,69,,,A
NV-03157,40.2086934,-118.6019822,,,,87.36,,,,,,C
WY-00078,42.1549613,-105.763919,,,,40,,,40,,,B
WY-00081,42.1749607,-105.8289513,,,,70,,,70,,,B
WY-00084,41.7266271,-106.6189754,,,,42,,,42,,,A
WY-00089,44.5022263,-109.089053,,,,,,,,,,G
WY-00089,44.5022263,-109.089053,,,,224,,,,,,G
WY-00089,44.5022263,-109.089053,,,,890.4,,,,,,G
WY-00093,44.4937263,-109.1020533,,,,151.34,,,,,,G
WY-00095,44.9666133,-110.7175123,8200,,,13807,,,13807,,,G
WY-00101,44.5832143,-110.8008096,565,,,1213,,,1213,,,G
WY-00103,44.4166149,-110.8175078,1910,,,3527,,,3527,,,G
WY-00105,44.4832143,-110.8508098,730,,,849,,,849,,,G
WY-00106,44.7166144,-110.7008082,506,,,1172,,,1172,>,,G
WY-00108,44.4582173,-110.4390962,880,,,644,,,661,,,G
WY-00110,44.4116168,-110.5424989,2340,>,,1590,,,1757,,,G
WY-00117,44.4416169,-110.5074982,1120,,,824,,,841,,,G
WY-00126,44.3299193,-110.2457882,145,,,96,,,109,,,G
WY-00127,44.3616191,-110.2490888,130,,,90,,,96,,,G
WY-08002,42.8533,-105.9519,,,,,,,,,,
WY-08003,42.8557,-105.9463,,,,,,,,,,
WY-08009,43.9341,-108.6445,,,,,,,,,,
WY-08011,43.0661,-104.7012,,,,,,,,,,
WY-08019,42.1687,-107.1451,,,,,,,,,,
WY-08025,43.3986,-106.2908,,,,,,,,,,
WY-08031,43.3562,-106.252,,,,,,,,,,
WY-08032,43.4136,-106.3114,,,,,,,,,,
WY-08033,43.3705,-106.2717,,,,,,,,,,
WY-08034,43.4426,-106.2916,,,,,,,,,,
WY-08035,43.3989,-106.3309,,,,,,,,,,
WY-08040,43.4426,-106.2916,,,,,,,,,,
WY-08041,43.4426,-106.2916,,,,,,,,,,
WY-08043,43.3347,-106.2419,,,,,,,,,,
WY-08051,43.4497,-106.2824,,,,,,,,,,
WY-08054,43.6516,-108.0667,,,,,,,,,,
WY-UND US3056,45.0165923,-108.9007535,,,,68,,,,,,
WY-UND US3057,45.0165917,-108.9840896,,,,70,,,,,,
WY-UND US3059,44.9832593,-108.8674186,,,,77,,,,,,
WY-UND US3100,43.9265945,-109.2874188,,,,74,,,,,,
AK-00004,51.4821252,-180.9273011,27.7,*,,41,*,,41,*,,C
AK-00006,70.5597641,-151.7238936,51.1,,,90,,19,,,,C
AK-00006,70.5597641,-151.7238936,24.4,,,,,,,,,X
NV-03160,39.9910948,-118.8029846,,,,116.48,,,,,,C
AK-00006,70.5597641,-151.7238936,39.3,,,64,,19,64,,,C
AK-00008,54.9114287,-132.1350661,21.2,,,88,,6,82,,,B
AK-00008,54.9114287,-132.1350661,17.8,,,76,,5,69,,,B
AK-00008,54.9114287,-132.1350661,19.5,*,,75,*,,76,*,,B
AK-00010,70.2115212,-148.4154164,15.5,,,51,,,51,,,B
AK-00014,70.2803185,-148.6670378,15.5,,,51,,,51,,,B
AK-00014,70.2803185,-148.6670378,15,,,48,,,48,,,B
AK-00014,70.2803185,-148.6670378,17.5,,,62,,,62,,,B
AK-00014,70.2803185,-148.6670378,16,*,,54,*,,54,*,,B
AK-00020,70.5697383,-152.9439341,42.6,,,62,,13,62,,,C
AK-00020,70.5697383,-152.9439341,48.3,,,90,,27,90,,,C
NM-00335,34.1133863,-106.9522886,53.4,,0.1,84.906,,,85,,,B
AK-00023,58.0755403,-134.621201,13,,,120,,13,65,,,C
AK-00023,58.0755403,-134.621201,11.5,,,60,,10,46,,,C
AK-00023,58.0755403,-134.621201,12.3,*,,88,*,,55,*,,C
AK-00024,70.4597043,-154.3339543,28.2,,,38,,10,38,,,C
AK-00024,70.4597043,-154.3339543,33.8,,,,,,,,,X
AK-00024,70.4597043,-154.3339543,36.3,,,71,,21,71,,,C
AK-00025,69.9997149,-153.1038312,33.4,,,56,,17,56,,,C
AK-00027,70.5896131,-158.6640947,33,,,60,,13,60,,,C
AK-00027,70.5896131,-158.6640947,41.8,,,,,,,,,X
AK-00027,70.5896131,-158.6640947,36.1,,,68,,20,68,,,C
AK-00028,69.7496736,-154.6138291,30.6,,,57,,17,57,,,C
AK-00028,69.7496736,-154.6138291,41.3,,,62,,19,62,,,C
NM-00343,34.9900666,-106.8438916,26.7,,0.7,49.662,,,50,,,B
