gid,latitude,longitude,cgeoth_grad,cgeoth_grad_sym,cgeoth_grad_std_err,heat_flow,heat_flow_sym,heat_flow_std_err,cheat_flow,cheat_flow_sym,cheat_flow_std_err,quality_code
NV-06268,39.6638923,-119.671904,,,,55.5,,,,,,C
NV-06274,38.3493279,-118.0049402,,,,63.7,,,,,,B
NV-06278,37.1128604,-116.7944918,,,,270.2,,,,,,G
NV-06280,38.5547391,-116.1188904,,,,99.5,,,,,,G
NV-06283,38.8131351,-116.0722923,,,,84,,,,,,C
NV-06289,40.1971836,-119.752914,,,,98,,,,,,C
NV-06290,40.2378822,-119.8550175,,,,183.8,,,,,,G
NV-06291,39.7658888,-119.8862113,,,,91.9,,,,,,X
NV-06302,37.7993402,-117.704225,,,,64.4,,,,,,B
NV-06304,37.4863485,-117.3993128,,,,245.5,,,,,,G
NV-06306,37.2999511,-117.5329142,,,,82.5,,,,,,D
NV-06310,38.712811,-119.2941803,,,,79.5,,,,,,D
NV-06318,39.013106,-119.2771839,,,,47.4,,,,,,B
NV-06319,39.0038103,-118.7890704,,,,112.5,,,,,,C
NV-06325,37.7083403,-117.9110295,,,,113.3,,,,,,X
NV-06326,38.153843,-116.5139965,,,,204,,,,,,G
NV-06327,38.3387413,-116.3118932,,,,120,,,,,,G
NV-06328,38.3903403,-116.3225941,,,,90,,,,,,B
NV-06329,38.7349296,-116.9488159,,,,81,,,,,,C
NV-06334,40.3228946,-118.2719745,,,,208,,,,,,D
NV-06335,40.2195957,-118.306474,,,,36.1,,,,,,B
NV-06338,40.9244946,-117.316756,,,,79.9,,,,,,C
NV-06340,45.9268554,-117.4854435,,,,243.5,,,,,,B
NV-06343,41.862773,-118.5695061,,,,27,,,,,,X
NV-06346,41.831571,-118.8367133,,,,110.3,,,,,,G
NV-06347,41.7397719,-118.8497122,,,,344.1,,,,,,G
NV-06354,41.5681715,-119.1191172,,,,35.1,,,,,,D
NV-06356,41.2043845,-118.1190831,,,,13,,,,,,X
NV-06359,40.7032916,-118.024073,,,,91.5,,,,,,C
NV-06361,40.5032939,-118.0653713,,,,166.1,,,,,,D
NV-06364,40.4043799,-119.8435196,,,,132,,,,,,G
NV-06369,41.3723891,-117.3393632,,,,181.1,,,,,,G
NV-06373,41.2919908,-117.2439593,,,,89.1,,,,,,D
NV-06377,40.9700886,-117.9699754,,,,107.3,,,,,,C
NV-06378,40.9711891,-117.9085737,,,,36,,,,,,D
NV-06385,35.7499984,-115.5008414,,,,110.9,,,,,,B
NV-06393,37.9079386,-117.6589251,,,,645.4,,,,,,C
NV-06395,37.9459378,-117.6689258,,,,113.4,,,,,,B
NV-06397,37.9219379,-117.7059266,,,,196,,,,,,B
NV-06401,37.8959387,-117.6689252,,,,121.8,,,,,,B
NV-06402,37.9119383,-117.6859259,,,,218.4,,,,,,C
NV-06406,37.8889392,-117.6239239,,,,115.5,,,,,,B
NV-06410,37.914936,-117.9659336,,,,,,,,,,X
NV-06415,37.8459375,-117.940932,,,,172.2,,,,,,A
NV-06420,37.8689374,-117.8989312,,,,297.5,,,,,,A
NV-06422,37.843938,-117.8884306,,,,158.2,,,,,,A
NV-06428,37.7499388,-118.0009325,,,,14.7,,,,,,B
NV-06444,37.7997419,-117.4946192,,,,,,,,,,A
NV-06445,37.8011418,-117.4980194,,,,45.4,,,,,,A
NV-06446,37.760742,-117.5650207,,,,60.5,,,,,,A
NV-06448,37.794242,-117.4926191,,,,,,,,,,B
NV-06449,37.8216414,-117.5059198,,,,147.4,,,,,,A
NV-06450,37.7461423,-117.5655205,,,,,,,,,,B
NV-06455,37.0493632,-116.5858854,,,,,,,,,,D
NV-06463,37.6224435,-117.7174231,,,,,,,,,,D
NV-06466,37.5485464,-117.5155167,,,,,,,,,,B
NV-06470,37.9691406,-117.2527147,,,,,,,,,,D
NV-06481,38.7597303,-116.8071123,,,,,,,,,,B
NV-06482,38.6478318,-116.8587123,,,,,,,,,,C
NV-06491,38.8730195,-117.9355451,,,,,,,,,,C
NV-06491,38.8730195,-117.9355451,,,,,,,,,,C
OK-00022,35.9300866,-95.7202649,24.9,,,65,,20,65,,13,C
NV-06496,38.5951324,-116.8989128,,,,,,,,,,G
NV-06500,38.5948267,-117.6215328,,,,,,,,,,X
NV-06505,38.2151329,-117.6732294,,,,,,,,,,G
NV-06512,37.8274481,-116.6249957,,,,,,,,,,G
NV-06513,38.0799475,-116.0893838,,,,,,,,,,X
NV-06513,38.0799475,-116.0893838,,,,,,,,,,X
NV-06522,39.0393143,-118.2289555,,,,,,,,,,X
NV-06525,39.0938144,-118.113053,,,,,,,,,,G
NV-06525,39.0938144,-118.113053,,,,,,,,,,G
NV-06529,38.5750198,-118.5193573,,,,,,,,,,C
NV-06530,38.5432214,-118.3826531,,,,,,,,,,X
NV-06537,38.1396302,-118.1794423,,,,,,,,,,C
NV-06541,38.0689326,-118.0454377,,,,,,,,,,X
NV-06542,38.1100316,-118.0715389,,,,,,,,,,B
NV-06544,38.4367304,-117.4973273,,,,,,,,,,C
NV-06544,38.4367304,-117.4973273,,,,,,,,,,D
NV-06548,37.5289574,-116.1192781,,,,,,,,,,B
NV-06553,38.3887236,-118.452053,,,,,,,,,,D
NV-06564,36.6125728,-116.4913778,,,,,,,,,,X
NV-06567,36.5689765,-116.1091668,,,,,,,,,,G
NV-06568,38.8211182,-118.1938516,,,,,,,,,,G
NV-06570,37.9306409,-117.3117158,,,,,,,,,,X
NV-06585,41.0939084,-115.3529015,,,,272,,,,,,C
NV-06586,41.1629071,-115.4199044,,,,,,,,,,
NV-06586,41.1629071,-115.4199044,,,,138.1,,,,,,A
NV-06589,39.8766071,-117.5334475,,,,,,,,,,A
NV-06590,39.7866086,-117.5017453,,,,,,,,,,A
NV-07001,38.5393207,-116.1301304,,,,,,,,,,
NV-07003,41.6386599,-116.503504,,,,,,,,,,
NV-08003,38.072,-117.226,,,,,,,,,,
NY-00008,42.0797036,-79.3534378,18.9,,,,,,,,,B
NV-03932,40.1706891,-119.1669974,,,,147.784,,,,,,G
NY-00008,42.0797036,-79.3534378,5.9,,,,,,,,,B
NY-00009,42.762497,-78.6692118,37.5,,,,,,,,,B
NY-00009,42.762497,-78.6692118,17.7,,,,,,,,,B
NY-00010,42.9582897,-76.541339,17.1,*,,65,,,65,,,C
NY-00015,42.5749936,-76.9579552,32.3,*,,65,*,17,65,*,,C
NY-00020,44.3332748,-74.2662526,18.5,,,34,,,34,,,A
NY-00021,42.666693,-76.9829555,75,,,71,,,71,,,D
OH-00003,39.5550337,-81.4948167,,,,48,,17,48,,,D
OK-00002,35.1800995,-96.760294,,,,47,,9,,,,D
OK-00006,35.0001039,-96.5002855,,,,51,,6,,,,D
OK-00007,36.8500657,-97.2203145,,,,41,,8,,,,D
OK-00009,35.3100901,-99.1903678,,,,38,,8,,,,D
OK-00014,35.0193998,-97.940129,26.6,,,36,,,36,,,B
OK-00014,35.0193998,-97.940129,30.4,,,42,,,42,,,B
OK-00014,35.0193998,-97.940129,12.4,,,36,,,36,,,B
OK-00014,35.0193998,-97.940129,19.9,,,42,,,42,,,B
OK-00014,35.0193998,-97.940129,23.7,,,,,,39,,,B
OK-00016,35.9400845,-96.570291,,,,62,,12,,,,D
OK-00020,35.9900777,-98.730357,,,,29,,6,,,,D
OK-00023,36.2167761,-97.7506281,41.5,,,60,,,60,,,C
OK-00023,36.2167761,-97.7506281,20.5,,,49,,,54,,,C
OK-00023,36.2167761,-97.7506281,23.9,,,52,,,55,,,C
OK-00023,36.2167761,-97.7506281,27.1,,,,,,55,,,C
OK-00024,36.3143712,-98.7878602,27.1,,0.1,,,,57,,,B
OK-00026,35.4000891,-98.9003595,,,,30,,6,,,,D
OK-00028,36.3200768,-96.7002964,20.8,,,72,,7,72,,,B
OK-00043,35.4300925,-97.4603161,,,,28,,6,,,,D
OK-00053,36.5900703,-97.2803152,,,,52,,10,,,,D
OK-00054,36.5200714,-97.3403168,,,,45,,9,,,,D
NM-06158,33.1743074,-107.4090951,,,,28.45,,,,,,X
OK-08001,34.8952,-96.4795,,,,,,,,,,
OK-08003,35.3287,-99.0476,,,,,,,,,,
OK-08028,36.7906,-96.7383,,,,,,,,,,
OK-08066,35.727,-96.7416,,,,,,,,,,
OK-08074,34.3428,-97.5214,,,,,,,,,,
OK-08128,34.9558,-96.4954,,,,,,,,,,
OK-08130,35.2434,-96.6329,,,,,,,,,,
OK-08135,34.4818,-97.5413,,,,,,,,,,
OK-08154,34.4387,-97.6484,,,,,,,,,,
OR-00010,43.7978189,-122.4208497,25.6,,,41,,,41,,,B
OR-00010,43.7978189,-122.4208497,36.3,,,43,,,43,,,B
OR-00012,44.1823297,-121.0553179,,,,,,,,,,B
OR-00013,43.7161287,-121.4878216,,,,0,,,,,,G
OR-00014,43.4051578,-118.6598339,,,,,,,,,,D
OR-00016,43.4073578,-118.6557339,84,*,,,,,,,,D
OR-00021,45.6818339,-119.844311,32.3,,,50,,,42,*,,B
OR-00021,45.6818339,-119.844311,40.3,,,37,,,42,*,,B
OR-00021,45.6818339,-119.844311,21.7,,,37,,,42,*,,B
OR-00021,45.6818339,-119.844311,32.3,,,50,,,42,,,B
OR-00024,44.5515096,-122.8119757,36.4,,,50,,,50,,,A
OR-00040,43.4315578,-118.6427339,188.3,,,188,,,188,,,B
OR-00041,43.1798596,-118.6610302,-1.2,,,,,,,,,X
OR-00043,43.0015603,-118.7493298,140.2,,,155,,,155,,,A
OR-00043,43.0015603,-118.7493298,84,,,138,,,138,,,A
OR-00043,43.0015603,-118.7493298,88,,,,,,146,,,A
OR-00044,42.8048602,-118.9610327,17.5,,,29,,,29,,,A
NM-00058,36.2167458,-105.8005701,,,,,,,220,,,G
OR-00055,43.3048483,-119.7793649,84.2,,,79,,,79,,,A
OR-00056,43.7131437,-119.9310766,42.4,,,63,,,63,,,A
OR-00058,43.5715441,-120.0110764,133.1,,,134,,,134,,,B
OR-00058,43.5715441,-120.0110764,185.3,,,126,,,126,,,B
OR-00058,43.5715441,-120.0110764,133.7,,,134,,,134,,,B
OR-00058,43.5715441,-120.0110764,133,,,,,,130,,,B
OR-00068,43.7531338,-120.9378065,30.8,,,59,<,,59,<,,C
OR-00068,43.7531338,-120.9378065,55,,,96,,,96,,,C
OR-00069,43.8131329,-120.9911091,52,,,96,<,,96,<,,C
OR-00069,43.8131329,-120.9911091,34.4,,,63,<,,63,<,,B
OR-00081,44.1176625,-117.5757138,,,,,,,,,,C
OR-00081,44.1176625,-117.5757138,,,,,,,,,,C
OR-00084,42.435074,-117.7839924,116,,,,,,,,,B
OR-00084,42.435074,-117.7839924,102,,,117,,,121,,,B
OR-00084,42.435074,-117.7839924,60,,,96,,,96,,,B
OR-00088,45.2048406,-119.3360865,36.3,,,109,,,79,*,,A
OR-00090,44.1356204,-122.0238449,78,,,126,,,124,,,C
OR-00093,45.842835,-119.6744091,,,,,,,,,,C
OR-00093,45.842835,-119.6744091,71,,,113,,,113,,,C
OR-00096,44.7955174,-121.9136547,81.4,,,181,,,146,,,G
OR-00097,44.5395048,-123.287489,15,,,33,,,33,,,A
OR-00107,45.3215048,-122.8719932,30.1,,,44,,,48,,,B
OR-00112,42.6948602,-119.0643338,50.1,,0.1,49,,1,49,,1,A
OR-00112,42.6948602,-119.0643338,51.5,,0.4,52,,1,52,,1,A
OR-00112,42.6948602,-119.0643338,48.8,,0.6,46,,2,46,,2,A
OR-00112,42.6948602,-119.0643338,50,,,,,,50,,,A
OR-00114,43.8456675,-117.2152984,104,,1.5,142,,,130,,,B
OR-00119,43.8373671,-117.2611996,63.2,,3.3,88,,,79,,,B
OR-00125,43.9243672,-117.1846988,176.1,,1.6,234,,,222,,,G
OR-00126,44.7795263,-121.0303286,55,,,77,,,69,,,C
OR-00128,44.4540187,-121.9781498,43.8,,,69,,,69,,,C
OR-00136,44.9610217,-121.3948429,80.9,<,,,,,105,<,,C
OR-00137,44.4415174,-122.1224537,46,,,108,,,81,,15,D
OR-00137,44.4415174,-122.1224537,67.5,,,113,,,88,,9,D
PO-00430,48.6644545,-126.8496895,,,,60.7,,,,,,
OR-00145,43.8000189,-122.4169497,25.1,,,40,,,40,,,B
OR-00145,43.8000189,-122.4169497,38.8,,,46,,,46,,,B
OR-00148,44.8615071,-122.883884,24.7,,,39,,,39,,,C
OR-00153,45.5986213,-121.1456484,,,,,,,,,,C
OR-00153,45.5986213,-121.1456484,30,,,54,,,46,,,B
OR-00155,44.6740556,-118.0010364,35,,,84,,,75,,,A
OR-00166,44.3103231,-121.632337,,,,,,,,,,X
OR-00167,45.4681213,-121.1979473,3.2,,,,,,,,,X
OR-00167,45.4681213,-121.1979473,41.9,,,63,,,59,,,C
OR-00168,42.2543709,-118.3475059,88.5,,,84,,,84,,,B
OR-00181,42.1545411,-121.6998995,90,,,67,>,,67,>,,C
OR-00182,42.0940398,-121.9044042,17,,,13,>,,13,>,,D
OR-00183,42.1481414,-121.6798989,82,,,63,>,,63,>,,C
OR-00184,45.951047,-118.3890719,28,,,,,,,,,D
OR-00188,42.2188754,-117.8701915,109,,,,,,,,,D
OR-00188,42.2188754,-117.8701915,75,,,88,,,88,,,C
OR-00189,44.8021122,-122.4148693,23.6,,,36,,,32,,,B
OR-00196,44.9056171,-121.882656,63.3,,,107,,,95,,,B
OR-00201,43.9836664,-117.2302011,,,,,,,,,,G
OR-00212,42.4368711,-118.1190022,147.4,,,142,,,142,,,C
NM-06164,33.1300079,-107.5426985,,,,83.68,,,,,,X
OR-00212,42.4368711,-118.1190022,47,,,,,,45,,,B
OR-00218,42.1915406,-121.7144006,138,,,105,>,,105,>,,C
OR-00220,44.3785255,-121.3523303,,,,,,,,,,X
OR-00224,43.8021372,-123.8788575,,,,36.8,,5.2,36.8,,,A
OR-00231,43.8998673,-117.1954987,98.9,,0.3,142,,,126,,,B
OR-00236,43.5531485,-119.5477625,88,,,,,,,,,C
OR-00236,43.5531485,-119.5477625,33,$,7.6,,,,,,,C
OR-00238,44.1486313,-120.9061129,,,,,,,,,,B
OR-00238,44.1486313,-120.9061129,,,,,,,,,,
OR-00239,44.9665545,-117.9575403,,,,,,,,,,C
OR-00242,45.1045211,-121.3791453,60.2,,,,,,96,,,C
OR-00244,44.4336257,-121.2958297,,,,,,,,,,X
OR-00250,44.8470584,-117.5953271,,,,,,,,,,X
OR-00252,43.209856,-119.0377417,131.3,,,126,,,126,,,B
NM-06333,35.8169506,-106.4790871,,,,171.5,,,,,,G
OR-00253,43.2006566,-118.9795398,162.8,,,155,,,155,,,C
OR-00253,43.2006566,-118.9795398,,,,71,*,,71,*,,C
OR-00261,43.205665,-118.029312,101,,,159,,,167,,,D
OR-00261,43.205665,-118.029312,56,,,92,,,88,,,C
OR-00264,42.171541,-121.6948997,,,,,,,,,,D
OR-00294,43.6906202,-122.3741464,91,,,156,,,126,,,G
OR-00297,44.2435305,-120.9294154,,,,,,,,,,B
OR-00297,44.2435305,-120.9294154,,,,,,,,,,B
OR-00299,44.2256302,-120.9704162,,,,,,,,,,A
OR-00299,44.2256302,-120.9704162,,,,100,,,,,,A
OR-00300,42.1648412,-121.6827992,28.5,,,21,>,,21,>,,C
OR-00303,43.4715566,-118.7327372,60.9,,,59,,,59,,,B
OR-00310,44.4943096,-122.8528757,28.3,,,45,,,45,,,C
OR-00315,42.0048416,-121.8228004,16.8,,0.9,13,,,13,,,A
OR-00321,44.6473261,-121.1248288,14.7,,,,,,19,,,
OR-00324,42.1731417,-121.6193976,400,,,301,>,,301,>,,G
OR-00327,45.2036233,-121.1198396,,,,,,,,,,X
OR-00330,42.6665659,-118.4548156,,,,,,,,,,X
OR-00338,45.9443471,-118.3772714,,,,,,,,,,B
OR-00340,42.3660496,-120.5660713,136,,,126,,,126,,,B
OR-00343,44.810629,-120.7344205,36.6,,,61,,,61,,,C
OR-00349,42.7970407,-121.067093,,,,,,,,,,G
OR-00353,43.7048309,-121.2771154,,,,,,,222,,,G
OR-00356,45.4105152,-121.8256646,62.1,,,110,,,101,,,B
OR-00364,45.0910148,-122.0166636,,,,,,,,,,X
OR-00373,42.2336397,-121.7571025,,,,,,,,,,G
OR-00373,42.2336397,-121.7571025,,,,,,,285,,,G
OR-00375,44.2731254,-121.4269304,,,,,,,,,,X
NM-00432,35.5217536,-107.1293038,,,,71,,,,,,B
OR-00380,44.1866015,-123.8291971,18.7,,,30,,,30,,,C
OR-00384,44.9791089,-122.6474797,26,,,41,,,41,,,C
OR-00390,44.2214611,-124.4712158,,,,39.94,,5.65,39.94,,,A
OR-00402,44.7431233,-121.3499373,64.5,,,,,,84,,,C
OR-00405,45.3241447,-118.850074,25,,,92,,,71,,,B
OR-00406,42.3235285,-122.8124333,,,,,,,,,,B
OR-00406,42.3235285,-122.8124333,24,,,48,,,46,,,B
OR-00414,44.2688315,-120.8128125,57,,,79,,,67,,,D
OR-00416,45.6860311,-120.1314198,46.6,,,43,,,88,*,,B
OR-00416,45.6860311,-120.1314198,73.9,,,114,,,88,*,,B
OR-00417,45.5193079,-122.4906863,35.2,,,,,,,,,B
OR-00418,45.5278085,-122.4349849,37.3,,,48,,,48,,,C
OR-00421,43.9886654,-117.3422046,61.4,,,72,,,72,,,C
NV-04273,39.4387953,-119.7320024,,,,255.892,,,,,,G
OR-00429,43.3810122,-123.4163697,,,,,,,,,,X
OR-00435,43.3933714,-117.1291884,51,,,73,,,70,,,A
OR-00452,43.7176195,-122.4206482,31.3,,,57,,,49,,,B
OR-00454,45.3186517,-118.1063513,,,,,,,,,,D
OR-00455,45.6135126,-121.9978739,45,,,81,,,72,,,B
OR-00458,44.0655209,-122.0239436,89.9,,,118,,,139,,,C
OR-00462,45.4521175,-121.5809582,,,,,,,,,,X
OR-00467,45.2760156,-121.8436624,25.2,,,90,,,67,,,C
OR-00470,45.627613,-121.9539729,57.1,,,105,,,81,,,B
OR-00473,45.7195417,-119.0193868,42,,,67,,,67,,,B
OR-00478,44.4518101,-122.8331743,20,,,30,,,32,,,B
OR-00482,42.0378555,-120.3102586,405.1,,,51,,,51,,,G
OR-00482,42.0378555,-120.3102586,139.3,<,,175,<,,175,<,,G
OR-00484,43.419858,-118.6293333,60,$,70,63,,,63,,,C
OR-00486,42.1595546,-120.2573591,,,,,,,,,,D
OR-00490,43.4998572,-118.6510353,82,,1,71,*,,71,,,A
OR-00492,42.497025,-122.976141,,,,,,,,,,B
OR-00492,42.497025,-122.976141,19,,,36,,,33,,,B
OR-00493,45.3898102,-122.3223787,,,,,,,,,,C
OR-00493,45.3898102,-122.3223787,,,,,,,,,,C
OR-00493,45.3898102,-122.3223787,39,$,4.2,,,,50,*,,C
OR-00500,44.1426303,-121.0191161,,,,,,,,,,B
OR-00500,44.1426303,-121.0191161,,,,,,,,,,B
OR-00505,43.1825738,-117.0417823,67,,,84,,,79,,,B
OR-00506,44.1866348,-123.8291971,,,,34.96,,4.94,34.96,,,A
OR-00510,44.1720298,-121.0519176,,,,,,,,,,B
OR-00510,44.1720298,-121.0519176,,,,,,,,,,B
OR-00512,44.1493308,-120.9614145,,,,,,,,,,B
OR-00514,43.541529,-121.6011216,,,,46,,,,,,G
OR-00518,42.2135531,-120.3585629,,,,,,,,,,G
OR-00518,42.2135531,-120.3585629,151.1,,,190,,,190,,,G
OR-00520,42.263371,-118.3202053,83.9,,,79,,,79,,,B
OR-00524,44.1810295,-121.0678182,,,,,,,,,,C
OR-00525,45.7690406,-119.1168907,45,,,67,,,71,,,C
OR-00526,44.3331243,-121.4964336,,,,,,,,,,X
OR-00534,44.7590171,-121.9603553,148,,,222,,,222,,,G
OR-00534,44.7590171,-121.9603553,56,,,105,,,105,,,B
OR-00536,44.7581171,-121.9653555,130,,,201,*,,180,*,,G
NM-00078,35.1167592,-107.7673191,30,,,83,,,83,,,C
OR-00536,44.7581171,-121.9653555,172.5,,,259,*,,238,*,,G
OR-00538,44.7598168,-121.9878561,78,,,117,*,,109,*,,C
OR-00543,44.6648179,-121.9336527,71.8,,,117,*,,100,*,,C
OR-00550,43.2970182,-122.8926535,27,*,,53,*,,43,*,,C
OR-00565,42.3241501,-120.5578704,121,,,,,,100,>,,C
OR-00567,43.6345541,-118.8802444,82.4,,,,,,,,,C
OR-00567,43.6345541,-118.8802444,69.8,,,,,,,,,C
OR-00567,43.6345541,-118.8802444,78.6,,,76,,,76,,,B
OR-00571,43.9865665,-117.222701,140,,,,,,182,,,G
OR-00571,43.9865665,-117.222701,,,,209,,,,,,G
OR-00571,43.9865665,-117.222701,,,,172,,,,,,G
OR-00571,43.9865665,-117.222701,114,,,,,,167,,,G
NM-06168,33.4745023,-106.8906825,,,,62.34,,,,,,D
OR-00573,43.6390542,-118.8613439,68.1,,,66,,,66,,,C
OR-00582,43.8003244,-121.865334,12.6,>,,,,,20,,,D
OR-00585,45.4435162,-121.7164621,30,,,42,,,46,,,B
OR-00585,45.4435162,-121.7164621,27,,,38,,,42,,,B
OR-00590,45.4186158,-121.7694631,81.4,,,152,,,133,,,B
OR-00590,45.4186158,-121.7694631,84.3,,,128,*,,106,*,,C
OR-00590,45.4186158,-121.7694631,77.3,,,148,,,135,,,B
OR-00593,45.3215167,-121.7166596,71.8,,,111,*,,111,*,,D
OR-00593,45.3215167,-121.7166596,,,,,,,,,,
OR-00593,45.3215167,-121.7166596,67.2,,,120,,,120,,,C
OR-00597,43.9781664,-117.2372013,,,,,,,,,,X
OR-00598,43.9790664,-117.2363012,157,,,183,,,183,,,G
OR-00601,43.9798663,-117.2518017,78,,,96,,,92,,,B
OR-00603,43.2981541,-119.1643469,,,,,,,,,,X
OR-00606,44.7803579,-117.6823286,,,,,,,,,,X
OR-00608,44.1081656,-117.2360034,,,,110,,,110,,,G
OR-00610,44.0900669,-117.098699,115.4,,,121,,,121,,,B
OR-00613,43.2165586,-118.738233,52.8,,,,,,,,,A
OR-00613,43.2165586,-118.738233,74.4,,,71,,,71,,,A
OR-00617,42.3206679,-118.6110146,400.9,,,418,,,418,,,G
OR-00618,42.3265681,-118.5760137,188.3,,,197,,,197,,,G
OR-00621,42.3065679,-118.6218147,321,,,,,,,,,G
OR-00625,42.320668,-118.5977142,443.4,,,,,,,,,G
OR-00628,42.3273678,-118.6127147,324.1,,,339,,,339,,,G
OR-00630,42.2598685,-118.6143137,123.6,,,130,,,130,,,G
NM-00435,35.5205533,-107.2013059,,,,67,,,,,,A
OR-00636,42.4276667,-118.6290168,48.5,,,59,,,59,,,C
OR-00637,42.425167,-118.5957158,60.1,,,63,,,63,,,C
OR-00639,42.4471668,-118.5950162,42,,,42,,,42,,,C
OR-00646,42.3198685,-118.5410126,65.9,,,67,,,67,,,C
OR-00655,42.3565362,-121.984411,20,<,,42,<,,42,<,,D
OR-00659,42.7168271,-122.5456331,,,,,,,,,,G
OR-00660,44.8236225,-121.3914401,24.9,,,,,,32,,,D
OR-00664,43.3368588,-118.6127314,,,,,,,,,,C
OR-00669,42.3368504,-120.5212695,72.5,,1,78,*,,67,,,C
OR-00670,44.1063185,-122.2343504,,,,,,,,,,B
OR-00670,44.1063185,-122.2343504,52,,,86,,,83,,,B
OR-00671,44.7735158,-122.078159,,,,,,,,,,X
OR-00676,44.3031183,-122.122151,75.6,,,,,,110,,,B
OR-00680,42.2006404,-121.7286011,165,,,126,>,,126,>,,G
OR-00681,45.3998455,-118.7432722,,,,,,,,,,A
OR-00681,45.3998455,-118.7432722,34.2,,,46,,,,,,A
OR-00686,43.5408448,-119.9520741,203.4,,,192,>,,192,>,,B
OR-00693,44.3951139,-122.4906634,21,,,,,,30,,,D
OR-00701,45.2585108,-122.3291762,,,,,,,,,,X
OR-00710,44.2910253,-121.4249307,,,,,,,,,,X
OR-00721,42.2115713,-118.3428051,139.4,,,134,,,134,,,G
OR-00723,43.3095505,-119.539258,,,,100.416,,,,,,C
OR-00725,43.4844491,-119.5425612,,,,133.88,,,,,,G
OR-00730,45.4440218,-121.1606457,25,,,42,,,42,,,C
OR-00734,45.0298155,-121.9711611,140,,,287,,,231,,,G
OR-00736,42.5803662,-118.5132159,,,,71,,,,,,B
OR-00736,42.5803662,-118.5132159,,,,17,,,,,,B
NM-06174,32.9429128,-107.5163965,,,,71.13,,,,,,C
OR-00741,42.4380684,-118.4253111,,,,54,,,,,,A
OR-00741,42.4380684,-118.4253111,,,,75,,,,,,A
PO-00432,48.6655545,-126.8506895,,,,57.6,,,,,,
OR-00746,42.6041659,-118.5239166,,,,42,,,,,,A
OR-00746,42.6041659,-118.5239166,,,,46,,,,,,A
OR-00746,42.6041659,-118.5239166,,,,50,,,,,,A
OR-00746,42.6041659,-118.5239166,,,,79,,,,,,A
OR-00749,42.5350665,-118.5318158,,,,301,,,,,,G
OR-00749,42.5350665,-118.5318158,,,,490,,,,,,G
OR-00749,42.5350665,-118.5318158,,,,192,,,,,,G
OR-00751,42.6684669,-118.3477126,,,,100,,,,,,G
OR-00751,42.6684669,-118.3477126,,,,130,,,,,,G
NM-06174,32.9429128,-107.5163965,,,,40.17,,,,,,C
OR-00753,42.5893668,-118.4336138,,,,96,,,,,,A
OR-00763,42.5542661,-118.5543167,,,,477,,,,,,G
OR-00763,42.5542661,-118.5543167,,,,569,,,,,,G
OR-00763,42.5542661,-118.5543167,,,,310,,,,,,G
OR-00775,43.7470345,-117.2481644,,,,90.7928,,,,,,A
OR-00788,43.7410693,-117.0871928,,,,78.4,,,,,,B
OR-00789,43.7410694,-117.0734924,,,,,,,,,,B
OR-00792,42.6983669,-118.3173122,235.6,,,246,,,246,,,G
OR-00792,42.6983669,-118.3173122,75.7,,,89,,,89,,,C
OR-00799,43.9790331,-117.2301678,,,,292.18,,,,,,G
OR-00805,43.9265581,-118.2143297,,,,58.028,,,,,,C
OR-00805,43.9265581,-118.2143297,,,,59,,,,,,C
OR-00805,43.9265581,-118.2143297,,,,58.5,,,,,,C
OR-00809,43.9976581,-118.1595293,,,,29,,,,,,D
OR-00813,43.8370584,-118.2483291,,,,50,,,,,,B
OR-00815,42.1558539,-120.3445615,430.8,,,742,,,742,,,G
OR-00822,42.4195734,-117.8671945,135,,,226,,,213,,,G
OR-00829,43.663552,-119.0817508,,,,74.315,,,,,,B
OR-00829,43.663552,-119.0817508,,,,74.55,,,,,,B
OR-00829,43.663552,-119.0817508,,,,75,,,,,,B
OR-00841,43.4832439,-120.1050775,,,,99.372,,,,,,C
OR-00842,42.049877,-117.8842893,,,,,,,,,,C
OR-00844,43.7376686,-117.1684952,,,,560,,,,,,G
OR-00845,44.292828,-121.1528228,,,,,,,,,,C
OR-00847,42.1911536,-120.3357618,77.6,,,180,,,180,,,G
OR-00853,43.9790331,-117.2301678,,,,553,,,,,,G
OR-00869,45.0848124,-122.2544704,,,,88.732,,,,,,A
OR-00874,44.9781146,-122.0928636,,,,,,,,,,G
OR-00877,43.7998352,-120.7611022,,,,0,,,,,,G
OR-00878,43.7806285,-121.459422,,,,13,,,,,,D
OR-00879,43.6715432,-120.0160783,,,,8.8,,,,,,A
OR-00881,43.7148311,-121.2444146,,,,0,,,,,,G
OR-00882,42.2186303,-122.7391294,50.7,,,105,,,95,,,A
OR-00883,42.2006308,-122.7098283,54,,,108,,,97,,,G
OR-00886,42.194831,-122.6981279,29.3,,,55,,,51,,,B
OR-00888,42.1798314,-122.6711269,27,,,47,,,45,,,C
OR-00892,43.0387526,-118.2371265,,,,176.4,,,,,,G
OR-00905,43.5965113,-119.9294078,,,,122.304,,,,,,G
OR-00916,43.5440452,-119.9082729,,,,186.6064,,,,,,G
OR-00918,43.5031789,-119.9094055,,,,127.4,,,,,,G
OR-00919,43.5598445,-119.971075,,,,160.524,,,,,,G
OR-00921,43.472746,-119.887571,,,,145.04,,,,,,G
NM-06176,32.8689164,-107.1762865,,,,121.34,,,,,,B
OR-00921,43.472746,-119.887571,,,,128.8672,,,,,,G
