# Lon        | Lat          | Moho Depth   | Count   | Station    | Min Err      | Mean Err     | Variance     | Score 
-1.495900e+02  +6.862740e+01  +4.792640e+01  0099    XR-TFS-01  +3.102592e+00  -5.783615e+00  +4.075973e+00  +1.000000e-01
-1.495817e+02  +6.807890e+01  +5.131425e+01  0090    XR-CHS-01  +8.016491e+00  -9.808218e+00  +4.012430e+00  +1.000000e-01
-1.495724e+02  +6.864080e+01  +4.769276e+01  0205      TA-TOLK  +2.971020e+00  -5.580910e+00  +4.066391e+00  +1.000000e-01
-1.495454e+02  +6.134270e+01  +4.769276e+01  0054     YV-MCDC-  +6.666838e-02  -4.970453e+00  +4.955885e+00  +1.100000e+00
-1.495432e+02  +6.582510e+01  +3.199720e+01  0070     TA-H23K-  +7.507561e-02  +1.603677e+00  +1.096645e+00  +2.100000e+00
-1.495429e+02  +6.582500e+01  +3.180491e+01  0070    XR-YRT-01  +4.412973e-01  +1.836343e+00  +1.074740e+00  +2.100000e+00
-1.495397e+02  +6.124480e+01  +5.376752e+01  0082     YV-ALPI-  +9.909118e-02  -1.116575e+01  +4.926477e+00  +1.100000e+00
-1.494979e+02  +6.100100e+01  +6.030958e+01  0045     YV-INDI-  +2.449903e-01  -1.752435e+01  +4.965101e+00  +1.100000e+00
-1.494810e+02  +6.067170e+01  +4.722547e+01  0055     YV-LSUM-  +4.121320e-02  -3.644937e+00  +3.068730e+00  +1.100000e+00
-1.494526e+02  +6.010430e+01  +5.189836e+01  0077      AK-SWD-  +6.914086e+00  -1.136582e+01  +4.109497e+00  +1.000000e-01
-1.494255e+02  +6.077600e+01  +4.196846e+01  0064     YV-HOPJ-  +2.447354e-03  +2.071845e+00  +3.327402e+00  +1.100000e+00
-1.494095e+02  +6.000840e+01  +4.278621e+01  0059     YV-HEAD-  +1.216979e-02  -1.502373e+00  +2.149163e+00  +2.100000e+00
-1.493739e+02  +6.047540e+01  +4.033294e+01  0031     YV-MOOP-  +1.381235e-02  +2.765026e+00  +2.662804e+00  +2.100000e+00
-1.493603e+02  +6.514790e+01  +3.215537e+01  0062     TA-I23K-  +2.805432e-02  -3.925066e-02  +1.716626e+00  +2.100000e+00
-1.493559e+02  +6.025640e+01  +4.103388e+01  0025     YV-DIVI-  +7.589692e-02  +1.378269e+00  +2.325487e+00  +2.100000e+00
-1.493468e+02  +6.037550e+01  +3.495911e+01  0061     YV-AVAL-  +1.878589e+00  +8.159597e+00  +2.664981e+00  +2.100000e+00
-1.492993e+02  +6.417022e+01  +2.865070e+01  0007    XE-SOB-01  +1.800146e+00  +4.777419e+00  +3.276020e+00  +1.100000e+00
-1.492991e+02  +6.417320e+01  +3.028621e+01  0029      AK-BWN-  +5.666124e-02  +3.290576e+00  +1.287656e+00  +2.100000e+00
-1.492705e+02  +6.322863e+01  +4.068341e+01  0057    XE-GOO-01  +3.132483e-03  -2.380417e+00  +1.413617e+00  +2.100000e+00
-1.491872e+02  +6.080450e+01  +5.061332e+01  0060     YV-TUPA-  +1.388290e+00  -7.969517e+00  +4.668246e+00  +1.100000e+00
-1.491308e+02  +6.159220e+01  +4.313668e+01  0441      AT-PMR-  +1.924705e-02  -7.494830e-02  +2.812706e+00  +2.100000e+00
-1.491212e+02  +6.393914e+01  +3.495911e+01  0006    XE-SLT-01  +1.639184e-03  -1.249001e-01  +9.261139e-01  +2.100000e+00
-1.490992e+02  +6.461300e+01  +3.063668e+01  0038     XV-FPAP-  +1.467793e-02  +8.448488e-01  +2.231654e+00  +2.100000e+00
-1.490831e+02  +6.454980e+01  +2.946846e+01  0009     XV-FAPT-  +2.210543e-02  +2.244193e+00  +2.121930e+00  +2.100000e+00
-1.490706e+02  +6.459220e+01  +2.654790e+01  0038      AK-NEA-  +2.510924e+00  +5.016089e+00  +3.479087e+00  +1.000000e-01
-1.489780e+02  +6.383446e+01  +3.273949e+01  0041    XE-GNR-01  +7.331927e-01  +3.115208e+00  +8.400380e-01  +2.100000e+00
-1.489373e+02  +6.373180e+01  +4.126752e+01  0230      AK-MCK-  +2.539195e+00  -5.058675e+00  +8.985789e-01  +1.100000e+00
-1.489260e+02  +6.177100e+01  +5.108061e+01  0105      AK-GHO-  +6.658948e+00  -1.037540e+01  +4.268757e+00  +1.000000e-01
-1.488778e+02  +6.341572e+01  +4.266939e+01  0009   XE-RNDN-01  +6.038999e-01  -4.353917e+00  +1.728997e+00  +2.100000e+00
-1.488676e+02  +6.338958e+01  +4.430491e+01  0014   XE-RNDS-01  +2.379477e+00  -5.980877e+00  +1.687128e+00  +1.100000e+00
-1.488674e+02  +6.340144e+01  +4.173481e+01  0018   XE-RNDR-01  +2.031617e-03  -3.337042e+00  +1.766589e+00  +2.100000e+00
-1.488602e+02  +6.340560e+01  +4.196846e+01  0221      AK-RND-  +3.097448e-02  -3.588127e+00  +1.761755e+00  +2.100000e+00
-1.488551e+02  +6.340153e+01  +4.103388e+01  0018   XE-RND5-01  +3.724778e-02  -2.602782e+00  +1.793739e+00  +2.100000e+00
-1.488476e+02  +6.283310e+01  +3.776285e+01  0088     AK-WAT7-  +7.601772e-04  +3.734468e-01  +7.835725e-01  +2.100000e+00
-1.488360e+02  +6.902230e+01  +3.133762e+01  0085    XR-ICT-01  +6.522427e+00  +1.029746e+01  +1.069287e+00  +1.000000e-01
-1.488279e+02  +6.469170e+01  +2.678154e+01  0029     XV-FTGH-  +1.967872e+00  +4.592537e+00  +3.501235e+00  +1.100000e+00
-1.488233e+02  +6.915320e+01  +3.774809e+01  0016     TA-D24K-  +5.931672e-03  +2.649533e+00  +1.135468e+00  +2.100000e+00
-1.488150e+02  +6.340031e+01  +4.535631e+01  0025   XE-RNDE-01  +3.294891e+00  -7.391468e+00  +3.859459e+00  +1.000000e-01
-1.488049e+02  +6.350671e+01  +3.694509e+01  0019    XE-SLM-01  +8.925704e-03  +1.247263e+00  +1.771184e+00  +2.100000e+00
-1.487749e+02  +6.365589e+01  +3.811332e+01  0061    XE-YAN-01  +2.072654e-02  -1.030804e+00  +1.202061e+00  +2.100000e+00
-1.487009e+02  +6.972000e+01  +3.484733e+01  0015     TA-C24K-  +9.377170e-02  +3.760686e+00  +2.076861e+00  +2.100000e+00
-1.486985e+02  +6.971620e+01  +3.507594e+01  0080    XR-FRB-01  +8.811911e-02  +3.499632e+00  +2.088388e+00  +2.100000e+00
-1.486940e+02  +6.942400e+01  +3.495911e+01  0109    XR-SAG-01  +1.206998e+00  +4.574037e+00  +1.445642e+00  +2.100000e+00
-1.486238e+02  +6.078660e+01  +3.075351e+01  0029     YV-WHIT-  +6.106652e+00  +1.182208e+01  +2.198787e+00  +1.000000e-01
-1.485855e+02  +6.296280e+01  +3.776285e+01  0077     AK-WAT2-  +1.277565e-03  +4.404531e-01  +7.832752e-01  +2.100000e+00
-1.485514e+02  +6.552200e+01  +3.472547e+01  0036    XR-LVG-01  +4.269204e-01  -2.192253e+00  +1.390767e+00  +2.100000e+00
-1.485509e+02  +6.282950e+01  +3.706192e+01  0086     AK-WAT1-  +5.372953e-03  +1.047306e+00  +8.467892e-01  +2.100000e+00
-1.485377e+02  +6.268120e+01  +3.566005e+01  0042     AK-WAT3-  +6.131171e-01  +2.627295e+00  +1.089965e+00  +2.100000e+00
-1.485113e+02  +6.551140e+01  +3.297313e+01  0084    XR-LMW-01  +3.245938e-02  -2.134880e-01  +1.280949e+00  +2.100000e+00
-1.484868e+02  +6.807480e+01  +4.248092e+01  0035     TA-E24K-  +1.370789e-02  -1.211506e+00  +1.262300e+00  +2.100000e+00
-1.484585e+02  +6.141310e+01  +5.937500e+01  0137      AK-KNK-  +5.919508e+00  -1.787833e+01  +4.849489e+00  +1.000000e-01
-1.484171e+02  +6.077460e+01  +4.185164e+01  0078     YV-BLAK-  +1.877767e-02  -7.297079e-01  +1.841316e+00  +2.100000e+00
-1.483829e+02  +6.337340e+01  +4.453855e+01  0078    XE-DH1-01  +5.971948e-02  -6.370744e+00  +1.679698e+00  +2.100000e+00
-1.483334e+02  +6.085840e+01  +2.993575e+01  0118      AK-PWL-  +6.929785e+00  +1.262800e+01  +2.342277e+00  +1.000000e-01
-1.483316e+02  +6.180700e+01  +3.098715e+01  0196      AK-SAW-  +5.861253e+00  +1.306347e+01  +2.996176e+00  +1.000000e-01
-1.482319e+02  +6.496020e+01  +2.946846e+01  0239      AK-MDM-  +4.653392e-01  +2.485547e+00  +1.690488e+00  +2.100000e+00
-1.482286e+02  +6.306240e+01  +3.951519e+01  0056     AK-WAT5-  +1.254736e-03  -1.465585e+00  +8.924993e-01  +2.100000e+00
-1.480916e+02  +6.447150e+01  +3.075351e+01  0215      AK-WRH-  +6.638664e-02  +1.469950e+00  +2.006702e+00  +2.100000e+00
-1.480914e+02  +6.051830e+01  +3.986565e+01  0024     YV-MAIN-  +1.437155e-02  +1.192479e+00  +2.522535e+00  +2.100000e+00
-1.479534e+02  +6.070980e+01  +4.851051e+01  0054     YV-PERI-  +6.050934e+00  -9.222423e+00  +3.868345e+00  +1.000000e-01
-1.479421e+02  +6.283490e+01  +3.776285e+01  0082     AK-WAT4-  +2.664191e-03  -1.281418e-01  +1.235104e+00  +2.100000e+00
-1.478871e+02  +6.751870e+01  +3.774809e+01  0045     TA-F24K-  +3.583415e-05  +1.617937e+00  +1.175714e+00  +2.100000e+00
-1.478781e+02  +6.583710e+01  +2.970210e+01  0043     TA-H24K-  +2.585044e+00  +4.407558e+00  +1.254386e+00  +1.100000e+00
-1.478618e+02  +6.487350e+01  +2.958528e+01  0143     TA-TCOL-  +3.451694e-01  +2.429645e+00  +1.684868e+00  +2.100000e+00
-1.478616e+02  +6.487360e+01  +2.970210e+01  0641   IU-COLA-10  +2.146795e-01  +2.304717e+00  +1.689186e+00  +2.100000e+00
-1.478552e+02  +6.326522e+01  +4.675818e+01  0013    XE-DH2-01  +5.533828e+00  -9.626562e+00  +7.947184e-01  +1.100000e+00
-1.478053e+02  +6.464530e+01  +2.736565e+01  0207      AK-CCB-  +1.478191e+00  +4.533564e+00  +3.399842e+00  +1.100000e+00
-1.477400e+02  +6.258080e+01  +2.900117e+01  0143     AK-WAT6-  +5.211157e+00  +1.033570e+01  +1.439391e+00  +1.000000e-01
-1.477262e+02  +6.179290e+01  +4.354962e+01  0025     TA-M23K-  +8.402686e-03  -2.843537e-01  +3.411214e+00  +1.100000e+00
-1.474754e+02  +6.670040e+01  +3.576336e+01  0042     TA-G24K-  +2.165992e-02  -6.121434e-01  +1.515833e+00  +2.100000e+00
-1.474335e+02  +6.511710e+01  +3.286259e+01  0083     TA-POKR-  +2.588042e-02  -4.140357e-01  +1.429312e+00  +2.100000e+00
-1.474332e+02  +6.511730e+01  +3.285631e+01  0090   YE-PIC1-01  +1.931901e-02  -4.065936e-01  +1.428807e+00  +2.100000e+00
-1.474304e+02  +6.511760e+01  +3.297313e+01  0022     YE-PIC4-  +1.416736e-02  -5.311185e-01  +1.431863e+00  +2.100000e+00
-1.474031e+02  +5.999790e+01  +3.744275e+01  0014     TA-P23K-  +2.639110e-02  -2.091783e-01  +1.884177e+00  +2.100000e+00
-1.473999e+02  +6.498780e+01  +3.262266e+01  0034      AK-GLM-  +8.497028e-03  -3.190307e-01  +1.515183e+00  +2.100000e+00
-1.473759e+02  +6.307530e+01  +3.063668e+01  0137      AK-DHY-  +4.741204e+00  +7.325415e+00  +1.014200e+00  +1.100000e+00
-1.473296e+02  +6.183290e+01  +5.995911e+01  0096      AK-SCM-  +1.224470e+01  -2.043516e+01  +4.186242e+00  +1.000000e-01
-1.471438e+02  +6.303449e+01  +3.589369e+01  0057    XE-DH3-01  +1.146254e-02  +1.085085e+00  +1.049335e+00  +2.100000e+00
-1.470959e+02  +6.087920e+01  +4.640771e+01  0094      AK-GLI-  +4.120576e+00  -8.557180e+00  +4.126519e+00  +1.000000e-01
-1.470481e+02  +6.112160e+01  +2.935164e+01  0031      XL-BBB-  +7.529188e+00  +1.423978e+01  +2.892224e+00  +1.000000e-01
-1.469477e+02  +6.440950e+01  +2.958528e+01  0020      AK-HDA-  +1.296884e-02  +3.115414e+00  +3.508616e+00  +1.100000e+00
-1.466436e+02  +6.310329e+01  +3.647780e+01  0027    XE-CZN-01  +2.498386e-03  -1.782544e-01  +1.367686e+00  +2.100000e+00
-1.465035e+02  +6.039600e+01  +2.783294e+01  0045      AK-HIN-  +4.220527e+00  +9.142919e+00  +1.959601e+00  +1.000000e-01
-1.463751e+02  +6.932200e+01  +4.034351e+01  0045     TA-D25K-  +1.081310e-02  -1.176042e+00  +2.088002e+00  +2.100000e+00
-1.459227e+02  +6.149240e+01  +5.785631e+01  0136      AK-KLU-  +5.624676e+00  -1.717671e+01  +4.950161e+00  +1.000000e-01
-1.457784e+02  +6.380360e+01  +3.729008e+01  0001     TA-K24K-  +5.023344e-01  -4.468351e+00  +3.126508e+00  +1.100000e+00
-1.457749e+02  +6.112920e+01  +4.979556e+01  0410      AK-DIV-  +3.095839e-01  -8.946769e+00  +4.933956e+00  +1.100000e+00
-1.457584e+02  +6.341590e+01  +2.316005e+01  0076      AK-THY-  +1.115556e+01  +1.369254e+01  +3.530573e+00  +1.000000e-01
-1.457500e+02  +6.054870e+01  +2.467874e+01  0440     AK-EYAK-  +7.932055e+00  +1.249073e+01  +1.523493e+00  +1.000000e-01
-1.456430e+02  +6.759330e+01  +3.606870e+01  0049     TA-F25K-  +2.797641e-03  +1.152292e+00  +1.232133e+00  +2.100000e+00
-1.455680e+02  +6.812070e+01  +3.958015e+01  0051     TA-E25K-  +3.327279e-01  -2.060954e+00  +1.530747e+00  +2.100000e+00
-1.455246e+02  +6.551740e+01  +3.589369e+01  0105      AK-PPD-  +1.932146e-02  -1.803987e+00  +1.624798e+00  +2.100000e+00
-1.454699e+02  +6.296990e+01  +4.442173e+01  0300      AK-PAX-  +6.931100e-01  -9.145937e+00  +2.124281e+00  +2.100000e+00
-1.453697e+02  +6.461300e+01  +3.515267e+01  0050     TA-J25K-  +2.743130e-02  -5.331589e-01  +1.348768e+00  +2.100000e+00
-1.452082e+02  +6.053410e+01  +4.115070e+01  0042      AK-SGA-  +1.768661e+00  -6.350883e+00  +2.299700e+00  +2.100000e+00
-1.449122e+02  +6.991750e+01  +4.217557e+01  0006     TA-C26K-  +9.737741e-03  -1.622559e+00  +2.461620e+00  +2.100000e+00
-1.448440e+02  +6.374030e+01  +3.472547e+01  0081     AK-RIDG-  +6.078086e-03  -5.654966e-01  +1.665361e+00  +2.100000e+00
-1.447292e+02  +6.058050e+01  +2.993575e+01  0025     AK-GOAT-  +1.906903e+00  +6.366821e+00  +1.537689e+00  +2.100000e+00
-1.446051e+02  +6.096770e+01  +3.472547e+01  0421      AK-BMR-  +1.723893e-01  +3.499293e+00  +1.677464e+00  +2.100000e+00
-1.445982e+02  +6.160610e+01  +2.385496e+01  0042     TA-N25K-  +1.923597e+00  +1.763495e+01  +4.308876e+00  +1.100000e+00
-1.442623e+02  +6.033510e+01  +3.963201e+01  0029      AK-HMT-  +1.124119e+00  -5.752639e+00  +2.579959e+00  +2.100000e+00
-1.441455e+02  +6.769460e+01  +3.438931e+01  0048     TA-F26K-  +2.442958e-02  +1.367117e+00  +1.472051e+00  +2.100000e+00
-1.440697e+02  +6.364820e+01  +3.215537e+01  0264      AK-DOT-  +9.202430e-03  +2.927979e+00  +1.071691e+00  +2.100000e+00
-1.439905e+02  +6.397610e+01  +3.449182e+01  0194     AK-SCRK-  +2.131088e-03  +8.921606e-01  +1.398289e+00  +2.100000e+00
-1.439692e+02  +6.023610e+01  +4.372079e+01  0009     AK-NICH-  +5.572777e+00  -1.083813e+01  +3.047795e+00  +1.000000e-01
-1.438123e+02  +6.144170e+01  +2.888435e+01  0120      AK-GLB-  +7.540272e+00  +1.243273e+01  +2.108420e+00  +1.000000e-01
-1.437848e+02  +6.694980e+01  +3.103053e+01  0040     TA-G26K-  +9.173060e-01  +4.205934e+00  +1.279355e+00  +2.100000e+00
-1.437790e+02  +6.007200e+01  +2.479556e+01  0037     AK-SUCK-  +2.717402e-02  +9.099737e+00  +4.071530e+00  +1.100000e+00
-1.437194e+02  +6.293805e+01  +3.951519e+01  0087     AT-MENT-  +2.211609e+00  -4.944880e+00  +1.622241e+00  +1.100000e+00
-1.437114e+02  +6.962600e+01  +4.522901e+01  0019     TA-C27K-  +2.326613e-01  -5.381296e+00  +4.389877e+00  +1.100000e+00
-1.437038e+02  +6.039230e+01  +2.561332e+01  0024     AK-BERG-  +5.120585e+00  +9.534156e+00  +2.023244e+00  +1.000000e-01
-1.435636e+02  +6.450120e+01  +3.835878e+01  0050     TA-J26L-  +7.420074e-03  -2.781179e+00  +1.505192e+00  +2.100000e+00
-1.434545e+02  +6.122750e+01  +5.773949e+01  0070     AK-VRDI-  +1.554716e+01  -1.945948e+01  +3.741347e+00  +1.000000e-01
-1.433478e+02  +6.302540e+01  +2.996183e+01  0086     TA-L26K-  +2.946552e+00  +6.596339e+00  +9.512757e-01  +1.100000e+00
-1.433210e+02  +6.028050e+01  +2.094042e+01  0046     AK-GRIN-  +8.960154e+00  +1.395190e+01  +3.792124e+00  +1.000000e-01
-1.432841e+02  +6.012050e+01  +2.409463e+01  0018     AK-BGLC-  +2.641471e+00  +1.003507e+01  +3.982203e+00  +1.000000e-01
-1.432510e+02  +6.044270e+01  +2.280958e+01  0068     AK-KHIT-  +1.004372e+01  +1.337083e+01  +1.604659e+00  +1.000000e-01
-1.431541e+02  +6.530640e+01  +3.164122e+01  0045     TA-I26K-  +1.714312e+00  +5.122961e+00  +1.426710e+00  +2.100000e+00
-1.430926e+02  +6.075230e+01  +2.713201e+01  0075      AK-CRQ-  +9.423130e+00  +1.166142e+01  +8.764432e-01  +1.000000e-01
-1.430240e+02  +6.138360e+01  +5.400117e+01  0040     AK-MCAR-  +5.979417e+00  -1.381334e+01  +4.272430e+00  +1.000000e-01
-1.429963e+02  +6.240130e+01  +3.469466e+01  0041     TA-M26K-  +4.897736e-02  +2.630648e+00  +1.777191e+00  +2.100000e+00
-1.428529e+02  +6.044800e+01  +4.056659e+01  0064      AK-WAX-  +1.577685e+00  -4.295689e+00  +1.555888e+00  +2.100000e+00
-1.428391e+02  +6.017900e+01  +2.316005e+01  0039      AK-SSP-  +6.489381e+00  +1.243843e+01  +1.924736e+00  +1.000000e-01
-1.428292e+02  +6.075410e+01  +5.189836e+01  0069      AK-TGL-  +1.153116e+01  -1.348982e+01  +9.378033e-01  +1.000000e-01
-1.427234e+02  +6.024740e+01  +4.418808e+01  0034     AK-KULT-  +5.635675e+00  -9.019962e+00  +2.183527e+00  +1.100000e+00
-1.424931e+02  +6.040300e+01  +2.981893e+01  0010     AK-BARK-  +5.028352e+00  +7.791463e+00  +9.244439e-01  +1.000000e-01
-1.424672e+02  +6.118710e+01  +5.622079e+01  0090     AK-PTPK-  +7.508841e+00  -1.491621e+01  +4.570386e+00  +1.000000e-01
-1.423605e+02  +6.092310e+01  +5.808995e+01  0075     AK-KIAG-  +1.273469e+01  -1.762732e+01  +4.101755e+00  +1.000000e-01
-1.423462e+02  +6.103600e+01  +4.687500e+01  0197      AK-BAL-  +3.118567e-02  -4.647344e+00  +2.754005e+00  +2.100000e+00
-1.423406e+02  +6.060240e+01  +3.005257e+01  0028     AK-ISLE-  +4.971649e+00  +9.629556e+00  +1.305369e+00  +1.000000e-01
-1.420915e+02  +6.048960e+01  +2.876752e+01  0030     AK-BAGL-  +7.161704e+00  +1.079097e+01  +1.111402e+00  +1.000000e-01
-1.420758e+02  +6.402920e+01  +4.003817e+01  0048     TA-K27K-  +7.268695e-01  -4.296843e+00  +1.222958e+00  +2.100000e+00
-1.419505e+02  +6.017850e+01  +3.869743e+01  0040     AK-MESA-  +1.081335e-02  -8.332611e-01  +9.735501e-01  +2.100000e+00
-1.418780e+02  +6.235790e+01  +3.515267e+01  0029     TA-M27K-  +2.544097e-02  +2.701202e+00  +1.385574e+00  +2.100000e+00
-1.418275e+02  +6.306180e+01  +3.075351e+01  0071     TA-L27K-  +9.830023e-02  +5.423027e+00  +2.031147e+00  +2.100000e+00
-1.417558e+02  +6.073150e+01  +3.472547e+01  0040     AK-GRNC-  +2.357348e+00  +7.508527e+00  +2.254016e+00  +1.100000e+00
-1.417510e+02  +6.035830e+01  +4.126752e+01  0054      AK-YAH-  +4.524653e-01  -2.089012e+00  +9.205861e-01  +2.100000e+00
-1.416622e+02  +6.105950e+01  +4.558995e+01  0070     AK-BARN-  +6.964441e-02  -2.389979e+00  +3.047712e+00  +1.100000e+00
-1.416549e+02  +6.680880e+01  +3.408397e+01  0031     TA-G27K-  +1.720370e-02  -8.651537e-02  +2.126678e+00  +2.100000e+00
-1.416153e+02  +6.560350e+01  +3.637405e+01  0043     TA-I27K-  +7.234701e-03  +6.443535e-02  +2.330842e+00  +2.100000e+00
-1.415951e+02  +6.818610e+01  +3.179389e+01  0041     TA-E27K-  +6.997437e-03  +3.851564e+00  +2.579800e+00  +2.100000e+00
-1.415498e+02  +6.022350e+01  +3.647780e+01  0032     XF-KAVU-  +5.978684e-01  +2.833580e+00  +8.867676e-01  +2.100000e+00
-1.415265e+02  +6.623050e+01  +3.893234e+01  0070     TA-H27K-  +6.118322e-01  -4.672620e+00  +1.629084e+00  +2.100000e+00
-1.414543e+02  +6.021760e+01  +3.308995e+01  0012     XF-STEW-  +4.001222e+00  +6.580327e+00  +1.013655e+00  +1.100000e+00
-1.414059e+02  +6.015560e+01  +4.418808e+01  0036     XF-BOOM-  +3.108330e+00  -5.246818e+00  +9.201365e-01  +1.100000e+00
-1.413858e+02  +6.017200e+01  +4.967874e+01  0041     XF-DOST-  +9.126937e+00  -1.091275e+01  +8.285710e-01  +1.100000e+00
-1.413727e+02  +6.012980e+01  +4.068341e+01  0015     XF-TRIP-  +3.117438e-02  -1.592959e+00  +1.002507e+00  +2.100000e+00
-1.413479e+02  +6.015920e+01  +3.624416e+01  0043     XF-LUPN-  +8.443822e-01  +3.241044e+00  +1.047332e+00  +2.100000e+00
-1.413478e+02  +6.029940e+01  +4.687500e+01  0041     AK-RKAV-  +5.754060e+00  -7.295407e+00  +8.944740e-01  +1.100000e+00
-1.413401e+02  +6.096490e+01  +4.570678e+01  0162      AK-CTG-  +8.681386e-03  -2.715214e+00  +2.722490e+00  +2.100000e+00
-1.411581e+02  +6.477740e+01  +3.904790e+01  0213   US-EGAK-00  +2.968691e-03  -1.872389e+00  +1.334901e+00  +2.100000e+00
-1.411443e+02  +6.043990e+01  +5.423481e+01  0051     AK-TABL-  +1.065520e+01  -1.424495e+01  +3.875979e+00  +1.000000e-01
-1.409648e+02  +6.924300e+01  +4.874046e+01  0027     TA-D27M-  +5.938983e+00  -1.054827e+01  +1.817137e+00  +1.100000e+00
-1.408606e+02  +6.241410e+01  +3.414135e+01  0009     CN-BVCY-  +6.220842e-01  +4.225196e+00  +1.407012e+00  +2.100000e+00
-1.408426e+02  +6.176680e+01  +4.442173e+01  0016     CN-YUK2-  +6.395205e-03  -3.460758e+00  +2.044003e+00  +2.100000e+00
-1.404595e+02  +6.177550e+01  +4.594042e+01  0003     CN-YUK3-  +6.598476e-02  -5.454429e+00  +1.950521e+00  +2.100000e+00
-1.402525e+02  +6.009590e+01  +4.453855e+01  0051      AK-PIN-  +3.990771e-01  -4.657742e+00  +1.142146e+00  +2.100000e+00
-1.401906e+02  +6.077180e+01  +5.713741e+01  0020     TA-O28M-  +1.048779e+01  -1.620701e+01  +4.114740e+00  +1.000000e-01
-1.399355e+02  +6.544830e+01  +4.064885e+01  0031     TA-I28M-  +2.337935e+00  -4.828345e+00  +1.041210e+00  +1.100000e+00
-1.398717e+02  +6.761360e+01  +2.461832e+01  0030     TA-F28M-  +5.095264e+00  +1.148750e+01  +1.389270e+00  +1.000000e-01
-1.397646e+02  +6.128440e+01  +3.507594e+01  0001     CN-YUK8-  +2.062347e+00  +7.950050e+00  +2.507962e+00  +1.100000e+00
-1.396369e+02  +5.995340e+01  +2.900117e+01  0033      AK-BCP-  +8.213420e+00  +1.165508e+01  +1.303433e+00  +1.000000e-01
-1.395458e+02  +5.997220e+01  +4.266939e+01  0009     YO-TIDE-  +1.542267e-02  -3.203224e+00  +9.287184e-01  +2.100000e+00
-1.395349e+02  +6.860430e+01  +3.744275e+01  0027     TA-E28M-  +9.120476e-03  +9.071850e-01  +2.443448e+00  +2.100000e+00
-1.394036e+02  +5.966590e+01  +3.484229e+01  0140      AK-PNL-  +8.820693e-01  +4.377646e+00  +1.090961e+00  +2.100000e+00
-1.393909e+02  +6.406550e+01  +3.425818e+01  0005     CN-DAWY-  +2.058863e-02  +2.616303e+00  +1.445857e+00  +2.100000e+00
-1.387367e+02  +6.932860e+01  +3.729008e+01  0004     TA-D28M-  +9.520564e-04  +4.668634e+00  +4.143978e+00  +1.100000e+00
-1.385755e+02  +6.030240e+01  +4.858779e+01  0027     TA-O29M-  +7.732529e+00  -9.464355e+00  +3.648808e+00  +1.000000e-01
-1.385463e+02  +6.143480e+01  +3.682827e+01  0004     CN-YUK4-  +2.949784e-01  +3.302612e+00  +9.833733e-01  +2.100000e+00
-1.384624e+02  +6.244350e+01  +3.637405e+01  0041     TA-M29M-  +1.576421e-04  +3.156304e-01  +8.113910e-01  +2.100000e+00
-1.383689e+02  +6.621910e+01  +2.156489e+01  0003     TA-H29M-  +1.384896e+01  +1.713985e+01  +1.496763e+00  +1.000000e-01
-1.383626e+02  +6.094320e+01  +4.757594e+01  0008     CN-YUK6-  +6.138956e+00  -8.353311e+00  +3.709608e+00  +1.000000e-01
-1.383063e+02  +6.536090e+01  +3.866412e+01  0030     TA-I29M-  +3.309688e-01  -2.531492e+00  +1.395233e+00  +2.100000e+00
-1.382164e+02  +6.445250e+01  +4.583969e+01  0015     TA-J29N-  +8.764623e+00  -1.204379e+01  +1.140474e+00  +1.000000e-01
-1.382158e+02  +6.445300e+01  +2.993575e+01  0019     TA-J29M-  +6.201425e+00  +8.245260e+00  +1.479019e+00  +1.000000e-01
-1.382154e+02  +5.909060e+01  +3.612734e+01  0095     AK-DCPH-  +1.003543e-02  +1.124599e+00  +1.279587e+00  +2.100000e+00
-1.381399e+02  +6.053070e+01  +3.530958e+01  0006     CN-YUK7-  +1.864085e+00  +5.143199e+00  +9.270976e-01  +2.100000e+00
-1.381290e+02  +6.310900e+01  +3.408397e+01  0041     TA-L29M-  +1.227200e-02  +1.664899e+00  +1.160939e+00  +2.100000e+00
-1.380223e+02  +6.691160e+01  +4.125954e+01  0019     TA-G29M-  +3.185630e-01  -8.361110e+00  +2.695589e+00  +2.100000e+00
-1.378969e+02  +6.838890e+01  +4.706107e+01  0024     TA-E29M-  +6.191395e+00  -1.096440e+01  +1.683264e+00  +1.100000e+00
-1.378593e+02  +6.113150e+01  +3.449182e+01  0009     CN-YUK5-  +2.671908e+00  +5.724209e+00  +9.155431e-01  +1.100000e+00
-1.377381e+02  +5.963040e+01  +3.787967e+01  0009     TA-P29M-  +1.202613e-02  +6.840008e-01  +6.130744e-01  +2.100000e+00
-1.375201e+02  +6.384330e+01  +3.225191e+01  0015     TA-K29M-  +1.831378e+00  +4.201476e+00  +9.252821e-01  +2.100000e+00
-1.375038e+02  +6.082500e+01  +3.916472e+01  0029      CN-HYT-  +4.823892e-03  +3.801771e-01  +6.808773e-01  +2.100000e+00
-1.370885e+02  +6.145930e+01  +3.787967e+01  0022     TA-N30M-  +5.566832e-03  +4.123000e-01  +6.769572e-01  +2.100000e+00
-1.369598e+02  +6.012180e+01  +3.659463e+01  0024     TA-P30M-  +5.478799e-01  +2.804661e+00  +8.324298e-01  +2.100000e+00
-1.367191e+02  +6.637010e+01  +4.150117e+01  0094     TA-EPYK-  +3.974483e+00  -8.560300e+00  +2.480414e+00  +1.100000e+00
